Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Godfrey,21,6,SOU,EVE,0,DEF,5,0.00%,1,59,0,0,0,1,0,0,0,0,0,0,0,8,20.4,10.4,0,3.1,1,0,0.2,0.2,1,3161,703,0,0,1,0,0,0,0.03,0.03,0.03,0,0,0.04,0.04,0.04,0.04,0.04,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Delph,21,6,SOU,EVE,0,MID,4.9,0.00%,0.3,32,0,0,0,1,0,0,0,0,0,0,0,6,4,0.8,0,0.5,0.3,0,0.1,0.2,1,1370,2595,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Kean,21,6,SOU,EVE,0,FWD,5.8,0.30%,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3,11,0.9,0,0,0,0.3,1,7739,31190,-2,2,2,0,0.02,0.02,0,0.02,0,0.2,0.2,0,0.2,0.2,0.2,0,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,0
Willian,21,6,LEI,ARS,1,MID,7.9,7.40%,2,362,0,3,1,5,0,0,0,0,0,0,2,73,56.8,110.4,42,21,2,1,0.3,2.8,4.4,722904,944225,-1,1,5,0,0.78,0.78,1.09,2.21,1.08,0.19,0.19,0.26,0.45,0.45,0.54,0.26,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,0
Gabriel,21,6,LEI,ARS,1,DEF,5.1,12.10%,1.3,360,1,0,1,3,0,0,0,0,0,0,3,81,115.6,3.7,57,17.6,1.3,1,0.3,4.1,5.2,805556,393396,1,-1,4,1,0.6,0.6,0,1.07,1.07,0.15,0.15,0,0.15,0.15,0.27,0.27,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
David Luiz,21,6,LEI,ARS,1,DEF,5.5,1.10%,1.7,271,0,0,0,5,0,0,0,0,0,0,0,39,57.8,7.3,19,8.4,1.7,0,0.3,1.1,1.5,26152,46928,0,0,4,0,0.08,0.08,0,0.55,0.55,0.03,0.03,0,0.03,0.03,0.18,0.18,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Leno,21,6,LEI,ARS,1,GKP,5,9.60%,2.7,450,0,0,1,6,0,0,0,0,0,14,2,100,110.6,0,0,11.1,2.7,0,0.5,3.4,3.4,322537,258243,0,0,5,0,0,0,0,0.88,0.88,0,0,0,0,0,0.18,0.18,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
Bellerín,21,6,LEI,ARS,1,DEF,5,5.80%,4.3,450,0,2,1,6,0,0,0,2,0,0,3,96,88.6,62.8,12,16.4,4.3,0,0.9,4,4,251888,184742,0,0,5,0,0,0,0.57,1.77,1.67,0,0,0.11,0.11,0.11,0.35,0.33,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Aubameyang,21,6,LEI,ARS,1,MID,11.8,16.90%,2,450,1,1,1,6,0,0,0,1,0,0,0,61,86.8,87.1,105,27.9,2,0,0.2,1.5,3.6,346028,2294526,-2,2,5,1,0.4,0.4,1.02,2.16,0.82,0.08,0.08,0.2,0.28,0.28,0.43,0.16,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
Tierney,21,6,LEI,ARS,1,DEF,5.4,5.50%,1.7,360,0,0,1,5,0,0,0,0,0,0,0,64,64.2,26.5,13,10.4,1.7,0,0.3,2,2.8,87891,480095,-1,1,4,0,0.03,0.03,0.06,1.25,1.19,0.01,0.01,0.01,0.02,0.02,0.31,0.3,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
Xhaka,21,6,LEI,ARS,1,MID,5.4,0.60%,1.3,317,0,0,1,5,0,0,0,0,0,0,0,42,37.8,29.1,21,8.7,1.3,0,0.2,1.7,1.8,19746,41688,-1,1,5,0,0.21,0.21,0.08,2.63,2.58,0.06,0.06,0.02,0.08,0.08,0.73,0.72,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Ceballos,21,6,LEI,ARS,1,MID,5,1.80%,1.7,302,0,1,1,3,0,0,0,1,0,0,3,82,91.4,92.3,24,20.8,1.7,0,0.3,2.8,2.8,110991,130815,0,0,5,0,0.13,0.13,1.07,1.99,1.77,0.04,0.04,0.32,0.36,0.36,0.6,0.53,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
Holding,21,6,LEI,ARS,1,DEF,4.5,1.80%,0.3,270,0,0,1,4,0,0,0,0,0,0,0,58,66.2,1.6,0,6.8,0.3,0,0.1,2,3,158878,143261,0,0,3,0,0,0,0,0.7,0.7,0,0,0,0,0,0.23,0.23,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,0
Elneny,21,6,LEI,ARS,1,MID,4.4,1.40%,1.3,270,0,0,1,4,0,0,0,0,0,0,0,51,42.6,19.7,22,8.4,1.3,0,0.3,1.6,2.3,148114,103325,-1,1,3,0,0.11,0.11,0.05,1.67,1.51,0.04,0.04,0.02,0.05,0.05,0.56,0.5,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,0
Saka,21,6,LEI,ARS,1,MID,5.3,3.10%,3.3,264,1,0,0,3,0,0,0,0,0,0,1,55,68.6,43.8,121,23.4,3.3,0,0.6,2.3,4,63811,366075,-2,2,3,1,1.05,1.05,0.14,2.12,0.98,0.35,0.35,0.05,0.4,0.4,0.71,0.33,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,3
Lacazette,21,6,LEI,ARS,1,FWD,8.5,4.10%,2.7,256,3,0,1,3,0,0,0,0,0,0,3,82,112,29.8,134,27.6,2.7,0,0.3,2.6,5.5,238273,277584,0,0,4,3,2.32,2.32,0.16,2.68,0.27,0.8,0.8,0.05,0.85,0.85,0.92,0.09,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Maitland-Niles,21,6,LEI,ARS,1,DEF,4.9,1.40%,0.7,183,0,0,1,3,0,0,0,0,0,0,0,33,20.2,4.3,7,3.2,0.7,0,0.1,1.6,2.7,43900,92956,-1,1,3,0,0.05,0.05,0,0.63,0.58,0.02,0.02,0,0.02,0.02,0.31,0.29,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,0
Nketiah,21,6,LEI,ARS,1,FWD,5.7,0.80%,1,97,1,0,0,1,0,0,0,0,0,0,3,42,40.6,3.7,42,8.5,1,0,0.2,2.1,2.4,27523,102628,-3,3,5,1,0.63,0.63,0,0.68,0.05,0.6,0.6,0,0.6,0.6,0.65,0.04,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Kolasinac,21,6,LEI,ARS,1,DEF,4.8,0.20%,0,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4,1.3,0,0,0,0.4,2,4073,13205,-2,2,1,0,0,0,0,0.43,0.43,0,0,0,0,0,0.43,0.43,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,0
Partey,21,6,LEI,ARS,1,MID,5,0.70%,0,7,0,0,0,0,0,0,0,1,0,0,0,2,3,0.3,0,0.3,0,0,0,0,0,49865,8882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,2
Pépé,21,6,LEI,ARS,1,MID,7.7,0.90%,3,177,1,0,0,3,0,0,0,0,0,0,0,33,38.8,20.5,61,12,3,0,0.4,1.4,2.2,15206,107504,-3,3,5,1,0.34,0.34,0.07,0.6,0.37,0.18,0.18,0.04,0.21,0.21,0.31,0.19,5,5,3,0,2,8,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37,25,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.126,2.838,5.2,5.4,1.544,1
Ederson,21,6,WHU,MCI,0,GKP,6,6.00%,3.7,360,0,0,1,7,0,0,0,0,0,11,0,66,91,0,0,9.1,3.7,0,0.6,2.2,3.2,158108,131903,0,0,4,0,0,0,0,0.43,0.43,0,0,0,0,0,0.11,0.11,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Fernandinho,21,6,WHU,MCI,0,DEF,5.5,1.20%,1,154,0,0,0,2,0,0,0,0,0,0,0,24,33.4,13.2,30,7.7,1,0,0.2,0.9,1.2,38382,51101,0,0,4,0,0.49,0.49,0,0.74,0.7,0.29,0.29,0,0.29,0.29,0.43,0.41,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Bernardo Silva,21,6,WHU,MCI,0,MID,7.4,0.60%,1.3,115,0,0,1,0,0,0,0,0,0,0,0,20,19,19.9,12,5.1,1.3,0,0.2,0.5,2,22927,41752,-1,1,2,0,0.14,0.14,0.06,0.87,0.67,0.11,0.11,0.05,0.16,0.16,0.69,0.53,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Walker,21,6,WHU,MCI,0,DEF,6,5.90%,3,360,0,0,1,7,0,0,0,0,0,0,1,60,54.6,32.7,37,12.4,3,0,0.5,1.8,2.8,167113,159968,0,0,4,0,0.11,0.11,0.05,1.16,1.06,0.03,0.03,0.01,0.04,0.04,0.29,0.26,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Sterling,21,6,WHU,MCI,0,MID,11.6,7.40%,7.3,351,2,1,1,7,0,0,0,0,0,0,5,62,109.4,96.5,173,37.9,7.3,0,0.6,2.3,6.8,582719,334066,1,-1,4,2,1.14,1.14,0.87,3.1,1.39,0.29,0.29,0.22,0.51,0.51,0.79,0.35,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Foden,21,6,WHU,MCI,0,MID,6.6,7.70%,3.3,331,1,1,1,5,0,0,0,0,0,0,2,60,62.8,56,131,24.9,3.3,0,0.5,2.9,4.8,600202,365147,1,-1,4,1,1.46,1.46,0.2,1.91,0.3,0.39,0.39,0.05,0.45,0.45,0.51,0.08,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,6
Aké,21,6,WHU,MCI,0,DEF,5.5,7.30%,3.7,289,1,0,1,6,0,0,0,2,0,0,0,57,64.4,24.7,19,10.8,3.7,0,0.7,2.4,3.2,237226,253735,0,0,4,1,0.4,0.4,0.02,0.94,0.93,0.13,0.13,0.01,0.13,0.13,0.3,0.29,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
De Bruyne,21,6,WHU,MCI,0,MID,11.5,16.00%,1.3,270,1,1,0,7,0,0,0,0,0,0,3,66,114.8,185.4,127,42.8,1.3,0,0.1,1.5,5.7,1621282,2369922,0,0,3,0,1.42,0.66,1.09,2.11,1.02,0.47,0.22,0.36,0.84,0.58,0.7,0.34,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,1
Mahrez,21,6,WHU,MCI,0,MID,8.5,4.00%,5.7,256,1,1,1,6,0,0,0,0,0,0,2,53,62.6,88.5,105,25.6,5.7,1,0.7,2,5.7,417189,297792,0,0,3,1,0.59,0.59,0.71,1.85,1.19,0.21,0.21,0.25,0.45,0.45,0.65,0.42,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Mendy,21,6,WHU,MCI,0,DEF,6,1.40%,0.3,250,0,0,0,7,0,0,0,2,0,0,0,23,16.6,26.2,10,5.1,0.3,0,0,0.3,0.7,22077,67843,0,0,3,0,0.03,0.03,0.06,0.47,0.45,0.01,0.01,0.02,0.03,0.03,0.17,0.16,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Torres,21,6,WHU,MCI,0,MID,6.9,0.80%,2,99,0,1,0,3,0,0,0,0,0,0,0,15,17.6,24,41,8.2,2,0,0.3,1,2.3,20058,47547,-1,1,3,0,0.19,0.19,0.14,0.33,0,0.17,0.17,0.13,0.3,0.3,0.3,0,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Stones,21,6,WHU,MCI,0,DEF,4.9,0.50%,0,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,0.3,0,2.1,0,0,0,0.4,2,18886,25523,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Cancelo,21,6,WHU,MCI,0,DEF,5.4,0.60%,2.7,90,0,0,1,0,0,0,0,1,0,0,3,28,27.2,38.8,6,7.2,2.7,0,0.5,1.5,8,21671,48400,-1,1,1,0,0,0,0.19,0.92,0.78,0,0,0.19,0.19,0.19,0.92,0.78,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,5
Laporte,21,6,WHU,MCI,0,DEF,6,2.60%,0.7,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,0.7,6,1.8,0.7,0,0.1,0.3,2,47192,204678,0,0,1,0,0.02,0.02,0,0.17,0.17,0.02,0.02,0,0.02,0.02,0.17,0.17,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Garcia,21,6,WHU,MCI,0,DEF,4.8,0.20%,0,90,0,0,0,5,0,0,0,0,0,0,0,17,14.6,15.8,0,3,0,0,0,0,0,5686,13915,-2,2,1,0,0,0,0.01,0.15,0.15,0,0,0.01,0.01,0.01,0.15,0.15,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Jesus,21,6,WHU,MCI,0,FWD,9.3,0.80%,0,90,1,0,0,1,0,0,0,1,0,0,1,28,47,13.8,45,10.6,0,0,0,0.6,6,121744,203917,-2,2,1,1,0.24,0.24,0.24,1.04,0.56,0.24,0.24,0.24,0.48,0.48,1.04,0.56,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Agüero,21,6,WHU,MCI,0,FWD,10.4,2.60%,0.7,64,0,0,1,0,0,0,0,0,0,0,0,14,4,35.2,10,4.9,0.7,0,0.1,0.2,2,159941,261421,-1,1,1,0,0.05,0.05,0.71,0.76,0.33,0.06,0.06,0.97,1.03,1.03,1.03,0.45,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,1
Delap,21,6,WHU,MCI,0,FWD,4.5,1.00%,0.3,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0.3,4,0.2,0.3,0,0.1,0.2,1,109299,59556,0,0,1,0,0.06,0.06,0,0.06,0,0.15,0.15,0,0.15,0.15,0.15,0,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,0
Gündogan,21,6,WHU,MCI,0,MID,5.4,0.20%,0.3,25,0,0,0,0,0,0,0,0,0,0,0,4,2.8,13.7,0,1.7,0.3,0,0.1,0.2,1,10829,31520,-1,1,1,0,0,0,0.03,0,0,0,0,0.11,0.11,0.11,0,0,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Rodrigo,21,6,WHU,MCI,0,MID,5.4,0.50%,2,360,0,0,1,7,0,0,0,2,0,0,0,52,50.8,55.4,10,11.6,2,0,0.4,1.3,1.8,15280,25144,-1,1,4,0,0.06,0.06,0.08,1.68,1.59,0.01,0.01,0.02,0.04,0.04,0.42,0.4,11,4,2,1,1,7,7,7,6.37,5.61,7,4.72,0.89,9.19,18.88,31,14,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4,6.6,1.832,2
Douglas Luiz,21,6,LEE,AVL,1,MID,5,0.30%,2,345,0,0,3,2,0,0,0,2,0,0,0,30,42.4,21.7,35,10,2,0,0.4,1.8,2.2,9598,17248,0,0,4,0,0.12,0.12,0.02,0.66,0.57,0.03,0.03,0.01,0.04,0.04,0.17,0.15,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,2
Trézéguet,21,6,LEE,AVL,1,MID,5.4,1.10%,3.7,339,0,1,3,2,0,0,0,0,0,0,0,64,71.6,80.1,68,21.9,3.7,0,0.7,2.6,3.5,33340,59169,-1,1,4,0,0.29,0.29,1.27,1.26,0.34,0.08,0.08,0.33,0.4,0.4,0.32,0.09,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,2
Mings,21,6,LEE,AVL,1,DEF,5.2,9.70%,6.7,360,1,1,3,2,0,0,0,1,0,0,3,108,135.8,13.7,44,19.5,6.7,2,1.3,5.8,7.5,587562,94716,2,-2,4,1,0.48,0.48,0.05,0.96,0.96,0.12,0.12,0.01,0.13,0.13,0.24,0.24,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,0
Targett,21,6,LEE,AVL,1,DEF,4.5,1.60%,4,360,0,0,3,2,0,0,0,2,0,0,0,75,31.8,27.8,10,7.1,4,0,0.9,3.8,4.2,86914,41815,0,0,4,0,0.07,0.07,0,0.57,0.57,0.02,0.02,0,0.02,0.02,0.14,0.14,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,1
Grealish,21,6,LEE,AVL,1,MID,7.2,26.30%,11.7,360,3,3,3,2,0,0,0,0,0,0,3,144,198.4,170.1,190,55.8,11.7,1,1.6,5.3,9.5,1412374,336575,2,-2,4,3,1.12,1.12,2.29,3.73,1.31,0.28,0.28,0.57,0.85,0.85,0.93,0.33,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,1
McGinn,21,6,LEE,AVL,1,MID,5.5,2.30%,8.3,360,1,4,3,2,0,0,0,3,0,0,2,101,138.4,142.7,64,34.5,8.3,0,1.5,4.9,6.8,160510,43028,0,0,4,1,0.17,0.17,1.33,2.45,1.14,0.04,0.04,0.33,0.37,0.37,0.61,0.28,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,2
Watkins,21,6,LEE,AVL,1,FWD,6,5.00%,7.7,360,3,1,3,2,0,0,0,0,0,0,2,81,137,69.6,168,37.4,7.7,1,1.3,4.2,6.2,404865,140004,0,0,4,3,2.58,2.58,0.32,3.35,1.43,0.64,0.64,0.08,0.72,0.72,0.84,0.36,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,2
Cash,21,6,LEE,AVL,1,DEF,5,0.70%,4.3,349,0,0,3,2,0,0,0,2,0,0,1,95,89.6,60,18,16.7,4.3,0,0.9,3.6,4.5,35222,17289,0,0,4,0,0.05,0.05,0.2,0.9,0.68,0.01,0.01,0.05,0.06,0.06,0.23,0.17,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,1
Barkley,21,6,LEE,AVL,1,MID,6,3.50%,6,220,2,0,1,2,0,0,0,0,0,0,3,60,83.8,31.7,95,21.1,6,1,1,3.3,5,249254,38951,0,0,4,2,1.03,1.03,0.18,1.64,0.47,0.43,0.43,0.07,0.5,0.5,0.69,0.2,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,2
Hourihane,21,6,LEE,AVL,1,MID,6,0.20%,4.7,137,1,1,2,0,0,0,0,0,0,0,3,57,62.2,77.7,23,16.3,4.7,1,0.8,2.8,8.5,21858,14098,0,0,2,1,0.42,0.42,0.92,0.53,0.06,0.26,0.26,0.56,0.82,0.82,0.33,0.03,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,0
Davis,21,6,LEE,AVL,1,FWD,4.4,9.80%,0,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6,2.3,0,0,0,0.2,1,396232,756898,-1,1,1,0,0,0,0.03,0.14,0.14,0,0,0.1,0.1,0.1,0.54,0.54,2,4,4,0,0,12,2,12,6.79,6.79,3.71,2.95,3.84,9.63,8.26,41,29,7.41,10,1.8,1.8,1.4,1.368,1.216,1.656,1.198,0.018,1.544,2.166,5.6,9.2,1.3,0
