Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Aurier,21,7,BHA,TOT,1,DEF,5.2,2.60%,4.3,180,1,1,0,4,0,0,0,0,0,0,1,60,94.2,30,60,18.4,4.3,0,0.8,2.5,6.5,122606,202410,-3,3,2,1,0.46,0.46,0.74,1.41,0.46,0.23,0.23,0.37,0.6,0.6,0.7,0.23,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,0
Reguilón,21,7,BHA,TOT,1,DEF,5.6,3.80%,2,180,0,1,0,4,0,0,0,0,0,0,0,39,43.4,61.3,14,11.9,2,0,0.4,1.1,3,291682,49743,1,-1,2,0,0.04,0.04,0.8,1.04,0.43,0.02,0.02,0.4,0.42,0.42,0.52,0.22,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,4
Bergwijn,21,7,BHA,TOT,1,MID,7.1,0.40%,1,152,0,0,1,2,0,0,0,0,0,0,0,12,11.4,34.6,22,6.8,1,0,0.1,0.8,1.5,8995,79922,-4,4,4,0,0.14,0.14,0.18,1.52,1.39,0.08,0.08,0.11,0.19,0.19,0.93,0.84,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,0
Lo Celso,21,7,BHA,TOT,1,MID,6.9,0.50%,0.3,132,0,0,1,1,0,0,0,1,0,0,0,14,19.6,58.1,64,14.2,0.3,0,0,0.6,1.3,4623,31294,-1,1,3,0,0.41,0.41,0.25,1.54,1.18,0.28,0.28,0.17,0.46,0.46,1.07,0.81,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,1
Lamela,21,7,BHA,TOT,1,MID,5.9,0.20%,0.3,118,0,1,0,3,0,0,0,1,0,0,0,26,23.8,29.1,91,14.4,0.3,0,0.1,1,1.5,8733,13782,-1,1,4,0,0.52,0.52,0.08,1.08,0.65,0.41,0.41,0.06,0.47,0.47,0.85,0.52,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,2
Alli,21,7,BHA,TOT,1,MID,7.5,0.60%,0.3,66,0,0,0,0,0,0,0,0,0,0,0,8,9.4,13.7,25,4.8,0.3,0,0,0.3,1,16181,232483,-5,5,2,0,0.23,0.23,0.03,0.54,0.37,0.33,0.33,0.05,0.38,0.38,0.76,0.52,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,0
Bale,21,7,BHA,TOT,1,MID,9.5,1.20%,0.3,18,0,0,0,3,0,0,0,0,0,0,0,-1,2.2,0,11,1.3,0.3,0,0,0.1,1,121516,41611,0,0,1,0,0.33,0.33,0,0.29,0.29,1.85,1.85,0,1.85,1.85,1.65,1.65,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,9
Rodon,21,7,BHA,TOT,1,DEF,5,0.00%,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0.2,0.2,1,329,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,0
Son,21,7,BHA,TOT,1,MID,9.5,55.80%,14,466,8,2,2,4,0,0,0,0,0,0,10,227,347.2,214.3,298,86.1,14,4,1.5,7.3,11.5,4006758,2106311,5,-5,6,8,3.06,3.06,1.73,5.23,1.96,0.58,0.58,0.33,0.9,0.9,0.99,0.37,5,6,3,2,1,16,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33,27,10.66,16,1.666666667,2,0.833333333,1.516666667,1.263333333,1.126666667,0.746666667,0.516666667,1.443333333,1.975,5.666666667,5,1.66,2
Rodrigo,21,7,LEI,LEE,1,FWD,5.8,3.10%,5,320,1,1,1,3,0,0,0,0,0,0,3,62,62.4,82,175,32,5,0,0.9,3.1,3,114882,446586,-2,2,6,1,1.22,1.22,0.38,1.95,1.25,0.34,0.34,0.11,0.45,0.45,0.55,0.35,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Raphinha,21,7,LEI,LEE,1,MID,5.5,0.00%,1,15,0,0,0,0,0,0,0,0,0,0,0,5,0.4,5,10,1.5,1,0,0.2,0.4,1,4236,1474,0,0,2,0,0.1,0.1,0,0.54,0.54,0.78,0.78,0,0.78,0.78,4.08,4.08,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Meslier,21,7,LEI,LEE,1,GKP,4.5,3.90%,3.7,540,0,0,2,9,0,0,0,0,0,16,3,125,114.6,10,0,12.5,3.7,1,0.8,5.3,4,252134,85546,0,0,6,0,0,0,0.04,1.21,1.17,0,0,0.01,0.01,0.01,0.2,0.2,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,1
Ayling,21,7,LEI,LEE,1,DEF,4.5,4.30%,3,540,0,0,2,9,0,0,0,1,0,0,1,105,157.4,89,55,30.2,3,0,0.7,3.8,2.8,191089,157872,0,0,6,0,0.51,0.51,0.8,3.12,2.16,0.09,0.09,0.13,0.22,0.22,0.52,0.36,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Dallas,21,7,LEI,LEE,1,DEF,4.5,5.70%,3,540,0,1,2,9,0,0,0,1,0,0,0,110,122.2,53.6,89,26.6,3,0,0.7,4.2,3.2,295228,197619,0,0,6,0,0.96,0.96,0.31,2.93,2.57,0.16,0.16,0.05,0.21,0.21,0.49,0.43,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,6
Koch,21,7,LEI,LEE,1,DEF,4.5,0.80%,4,540,0,0,2,9,0,0,0,0,0,0,2,104,102.6,2.7,45,15.1,4,1,0.9,4.2,3.2,32085,23248,0,0,6,0,0.3,0.3,0,2.03,2,0.05,0.05,0,0.05,0.05,0.34,0.33,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Klich,21,7,LEI,LEE,1,MID,5.6,7.00%,3,516,2,2,2,8,0,0,0,2,0,0,2,124,174.8,145.3,93,41.4,3,0,0.5,5.4,5,677078,348897,1,-1,6,1,0.9,0.14,0.54,2.84,2.37,0.16,0.02,0.09,0.25,0.12,0.49,0.41,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,2
Bamford,21,7,LEI,LEE,1,FWD,5.9,28.60%,6.7,490,6,2,2,8,0,0,0,1,0,0,8,177,226.8,51.9,311,59,6.7,1,1.1,8.3,8.2,2173444,686087,4,-4,6,6,2.58,2.58,0.35,3.63,1.04,0.47,0.47,0.06,0.53,0.53,0.66,0.19,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,2
Costa,21,7,LEI,LEE,1,MID,5.7,9.50%,3.3,487,2,2,2,9,0,0,0,0,0,0,2,92,137.8,95.4,145,37.9,3.3,1,0.6,5.6,5.3,957748,418706,2,-2,6,2,0.41,0.41,0.42,1.5,0.94,0.07,0.07,0.08,0.15,0.15,0.27,0.17,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,2
Phillips,21,7,LEI,LEE,1,MID,5,1.90%,1,450,0,1,1,9,0,0,0,2,0,0,0,85,118.4,147.8,8,27.4,1,0,0.2,2.4,2.4,154024,219380,0,0,5,0,0.05,0.05,0.68,1.02,0.8,0.01,0.01,0.14,0.15,0.15,0.2,0.16,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Harrison,21,7,LEI,LEE,1,MID,5.5,1.90%,1.7,441,1,1,2,8,0,0,0,0,0,0,1,77,119,172.3,104,39.6,1.7,0,0.3,3.8,4.2,251773,207984,0,0,5,1,0.34,0.34,1.58,2.82,1.04,0.07,0.07,0.32,0.39,0.39,0.57,0.21,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,6
Cooper,21,7,LEI,LEE,1,DEF,4.4,0.70%,1,270,0,0,1,4,0,0,0,0,0,0,1,59,78.4,1.4,6,8.6,1,0,0.2,2.3,3.3,37685,49741,-1,1,3,0,0.12,0.12,0,1.57,1.57,0.04,0.04,0,0.04,0.04,0.52,0.52,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Struijk,21,7,LEI,LEE,1,DEF,4,2.40%,0.7,184,0,0,0,5,0,0,0,1,0,0,0,31,53.2,2.1,2,5.8,0.7,0,0.2,0.5,0.7,137669,99039,0,0,3,0,0,0,0,0.12,0.12,0,0,0,0,0,0.06,0.06,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,0
Roberts,21,7,LEI,LEE,1,MID,4.9,0.10%,0.3,173,0,0,0,4,0,0,0,0,0,0,0,16,13.6,31.6,11,5.6,0.3,0,0.1,0.8,1,2695,4891,-1,1,4,0,0.06,0.06,0.59,1.09,0.53,0.03,0.03,0.31,0.34,0.34,0.57,0.28,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,1
Alioski,21,7,LEI,LEE,1,DEF,4.4,0.40%,2.7,156,0,0,1,1,0,0,0,0,0,0,1,37,23.4,38.5,36,9.9,2.7,0,0.6,2.3,2.5,11241,30452,-1,1,4,0,0.42,0.42,0.34,1.03,0.36,0.24,0.24,0.2,0.44,0.44,0.59,0.21,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,1
Poveda-Ocampo,21,7,LEI,LEE,1,MID,4.4,0.50%,0.7,88,0,0,0,0,0,0,0,0,0,0,0,8,12.8,16.1,43,7.2,0.7,0,0.2,0.7,1,32109,24454,-1,1,3,0,0.55,0.55,0.09,0.66,0.03,0.59,0.59,0.09,0.69,0.69,0.72,0.03,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,1
Hernández,21,7,LEI,LEE,1,MID,5.8,0.40%,0.7,87,0,0,0,3,0,0,0,0,0,0,0,9,8.6,17.4,34,6.1,0.7,0,0.1,0.7,1.3,14290,110553,-2,2,3,0,0.7,0.7,0.09,0.92,0.13,0.72,0.72,0.1,0.82,0.82,0.95,0.13,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,2
Shackleton,21,7,LEI,LEE,1,MID,4.8,0.00%,1,78,0,0,1,1,0,0,0,0,0,0,0,16,11.2,16.9,6,3.4,1,0,0.2,0.8,2,940,2529,-2,2,2,0,0,0,0.02,1.14,1.14,0,0,0.03,0.03,0.03,1.33,1.33,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,1
Davis,21,7,LEI,LEE,1,DEF,4,1.40%,0.3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0,0.3,0,0.1,0.2,1,39331,52663,0,0,1,0,0,0,0,0.23,0.23,0,0,0,0,0,1.75,1.75,6,6,3,1,2,12,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48,53,8.46,4,2.166666667,1.333333333,2,1.445,0.811666667,1.161666667,1.161666667,-0.35,2.115,2.263333333,4.666666667,5.333333333,1.51,
Callum Robinson,21,7,FUL,WBA,0,FWD,5.5,0.80%,2,317,2,1,0,8,0,0,0,0,0,0,3,72,77.4,40.3,58,17.3,2,1,0.4,4,3.7,103759,75892,0,0,6,2,0.18,0.18,0.15,0.49,0.16,0.05,0.05,0.04,0.09,0.09,0.14,0.05,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Johnstone,21,7,FUL,WBA,0,GKP,4.5,0.90%,5.7,540,0,0,1,14,0,0,0,0,0,26,4,121,180,0,0,18,5.7,0,1.3,4.9,3.7,38877,32461,0,0,6,0,0,0,0,0.04,0.04,0,0,0,0,0,0.01,0.01,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Pereira,21,7,FUL,WBA,0,MID,6,2.70%,2.3,517,1,2,1,13,0,0,0,0,0,0,0,96,119.2,149.6,89,35.8,2.3,0,0.4,4,4,198534,209649,0,0,6,1,0.44,0.44,0.49,0.8,0.34,0.08,0.08,0.08,0.16,0.16,0.14,0.06,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Livermore,21,7,FUL,WBA,0,MID,4.8,0.10%,1,512,0,0,1,14,1,0,0,2,0,0,0,43,52,26.7,21,9.9,1,0,0.2,1.9,1.5,3374,8604,-2,2,6,0,0.16,0.16,0.09,0.4,0.3,0.03,0.03,0.01,0.04,0.04,0.07,0.05,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Diangana,21,7,FUL,WBA,0,MID,5.5,0.60%,2.3,475,1,0,1,13,0,0,0,0,0,0,0,47,86.4,68.5,84,23.9,2.3,0,0.4,3.3,3,39744,42701,0,0,6,1,0.45,0.45,0.09,0.77,0.47,0.08,0.08,0.02,0.1,0.1,0.14,0.09,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,2
Ajayi,21,7,FUL,WBA,0,DEF,4.8,0.20%,1,450,0,0,0,14,0,0,0,1,0,0,0,45,55.4,1.4,2,5.9,1,0,0.2,0.8,0.8,3667,15555,-2,2,5,0,0,0,0,0.1,0.1,0,0,0,0,0,0.02,0.02,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Furlong,21,7,FUL,WBA,0,DEF,4.5,0.10%,3,428,0,1,1,10,0,0,0,1,0,0,1,69,75.6,60.8,50,18.7,3,0,0.7,3.1,2.8,5857,5563,0,0,5,0,0.16,0.16,0.66,0.42,0.24,0.03,0.03,0.14,0.17,0.17,0.09,0.05,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Bartley,21,7,FUL,WBA,0,DEF,4.5,0.20%,0.3,360,1,0,0,13,0,0,0,0,0,0,0,57,100.2,0.5,35,13.5,0.3,0,0.1,2,2.2,10629,10203,0,0,4,1,0.52,0.52,0,0.21,0.21,0.13,0.13,0,0.13,0.13,0.05,0.05,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Townsend,21,7,FUL,WBA,0,DEF,4.5,0.10%,4,360,0,0,1,6,0,0,0,0,0,0,3,63,64.6,50.3,27,14.2,4,0,0.9,2.9,3.2,3767,3534,0,0,4,0,0.01,0.01,0.19,0.31,0.16,0,0,0.05,0.05,0.05,0.08,0.04,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,
O'Shea,21,7,FUL,WBA,0,DEF,4.4,0.20%,0.3,360,0,0,0,13,0,0,0,0,0,0,0,40,77.2,11.9,18,10.7,0.3,0,0.1,0.7,0.8,3373,11763,-1,1,4,0,0.03,0.03,0.02,0.34,0.33,0.01,0.01,0,0.01,0.01,0.09,0.08,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Sawyers,21,7,FUL,WBA,0,MID,4.9,0.00%,1,306,0,0,0,10,0,0,0,0,0,0,0,35,33.8,26.6,2,6.3,1,0,0.2,1.8,1.8,871,2427,-1,1,5,0,0.06,0.06,0.15,0.37,0.35,0.02,0.02,0.04,0.06,0.06,0.11,0.1,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Ivanovic,21,7,FUL,WBA,0,DEF,4.5,0.10%,2.7,180,0,0,1,1,0,0,0,0,0,0,0,37,35.2,0.5,57,9.3,2.7,0,0.6,1.8,4,9399,4067,0,0,2,0,0.36,0.36,0,0.21,0.21,0.18,0.18,0,0.18,0.18,0.1,0.1,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Grant,21,7,FUL,WBA,0,FWD,6,0.00%,5.5,155,1,0,1,1,0,0,0,0,0,0,3,36,39.8,23.2,37,10,5.5,0,0.9,1.8,5.5,1711,240,0,0,2,1,0.11,0.11,0.15,0.13,0.05,0.06,0.06,0.08,0.15,0.15,0.07,0.03,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,2
Gibbs,21,7,FUL,WBA,0,DEF,4.4,0.30%,0,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2,2.3,0,0,0,-0.7,-1.5,4321,38668,-1,1,2,0,0,0,0.02,0.31,0.29,0,0,0.01,0.01,0.01,0.2,0.19,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Edwards,21,7,FUL,WBA,0,MID,4.9,0.00%,0.7,113,0,0,0,3,0,0,0,0,0,0,0,14,12.8,12,39,6.3,0.7,0,0.1,0.8,1,433,1621,-1,1,4,0,0.12,0.12,0.02,0.19,0.05,0.1,0.1,0.02,0.12,0.12,0.16,0.04,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Robson-Kanu,21,7,FUL,WBA,0,FWD,5.3,0.10%,0.3,84,0,0,0,5,0,0,0,0,0,0,0,6,7.2,10.7,16,3.4,0.3,0,0.1,0.6,1,6615,26779,-2,2,3,0,0.08,0.08,0.03,0.11,0.03,0.09,0.09,0.03,0.12,0.12,0.12,0.03,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Field,21,7,FUL,WBA,0,MID,4.8,0.00%,0.3,61,0,0,0,2,0,0,0,0,0,0,0,16,20,0.5,0,2,0.3,0,0.1,0.6,1,356,1384,-2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Phillips,21,7,FUL,WBA,0,MID,5.2,0.10%,0.3,43,0,0,0,1,0,0,0,1,0,0,0,3,4.6,0.9,10,1.5,0.3,0,0.1,0.6,0.8,1442,7041,-3,3,4,0,0.02,0.02,0,0,0,0.05,0.05,0,0.05,0.05,0,0,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,1
Harper,21,7,FUL,WBA,0,MID,4.4,0.50%,0,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0,0.4,0,0,0,0.2,1,20522,27657,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Hegazi,21,7,FUL,WBA,0,DEF,4.3,0.40%,2,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0,2,2,0,0.5,1.4,6,11713,64244,-2,2,1,0,0,0,0,0.18,0.18,0,0,0,0,0,0.18,0.18,17,6,0,3,3,6,14,3,2.77,2.77,12.06,10.54,-7.77,20.91,8.38,23,33,2.92,20,0.833333333,2.333333333,0.166666667,0.931666667,0.678333333,1.836666667,1.581666667,-0.903333333,2.041666667,2.205,4,6.333333333,0.775,0
Joelinton,21,7,EVE,NEW,1,FWD,5.8,0.20%,1.3,296,0,0,0,5,0,0,0,2,0,0,0,36,40.2,45.4,33,11.9,1.3,0,0.2,1.2,1.2,5433,21673,-2,2,6,0,0.06,0.06,0.15,0.66,0.44,0.02,0.02,0.05,0.07,0.07,0.2,0.14,14,6,2,2,2,8,10,8,6.2,4.68,9.34,7.82,-3.14,19.68,8.46,28,41,6.35,1,2.333333333,1.5,2.166666667,1.948333333,1.821666667,0.996666667,0.996666667,0.825,1.83,2.29,5.333333333,7.5,1.865,0
