Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Walcott,21,14,MCI,SOU,1,5.8,MID,0.8%,4.6,668.0,2.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,146.8,84.9,188.0,41.5,4.6,0.0,0.8,6.9,4.4,90121.0,51451.0,-2.0,2.0,9,2.0,1.71,1.71,0.33,2.8,0.85,0.23,0.23,0.04,0.27,0.27,0.37,0.11,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,2.0
Djenepo,21,14,MCI,SOU,1,5.4,MID,0.1%,1.6,527.0,1.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,80.0,68.4,108.0,25.3,1.6,0.0,0.3,4.6,2.8,16436.0,18607.0,-1.0,1.0,9,1.0,0.41,0.41,0.37,1.96,1.2,0.07,0.07,0.06,0.13,0.13,0.33,0.2,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,1.0
Redmond,21,14,MCI,SOU,1,6.4,MID,0.2%,1.6,365.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,58.2,49.0,82.0,18.8,1.6,0.0,0.2,2.7,2.1,20641.0,66183.0,-1.0,1.0,8,1.0,1.53,1.53,0.14,2.14,0.95,0.38,0.38,0.04,0.42,0.42,0.53,0.24,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,1.0
Stephens,21,14,MCI,SOU,1,4.7,DEF,0.2%,0.0,315.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,62.0,53.4,26.8,21.0,10.2,0.0,0.0,0.0,1.7,2.0,5080.0,28128.0,-3.0,3.0,4,0.0,0.09,0.09,0.16,0.56,0.47,0.03,0.03,0.05,0.07,0.07,0.16,0.14,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,0.0
Smallbone,21,14,MCI,SOU,1,4.5,MID,0.2%,0.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,23384.0,40974.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,0.0
Long,21,14,MCI,SOU,1,5.2,FWD,0.6%,0.4,61.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.8,1.3,6.0,0.9,0.4,0.0,0.1,1.5,1.0,36252.0,101508.0,-3.0,3.0,8,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.08,0.0,0.08,0.08,0.08,0.08,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,0.0
Tella,21,14,MCI,SOU,1,4.4,MID,0.4%,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.8,3.0,0.7,0.0,0.0,0.0,0.7,1.0,49518.0,34766.0,-1.0,1.0,3,0.0,0.02,0.02,0.0,0.21,0.19,0.05,0.05,0.0,0.05,0.05,0.45,0.4,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,1.0
Diallo,21,14,MCI,SOU,1,4.5,MID,0.0%,0.6,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,6.6,12.8,4.0,2.4,0.6,0.0,0.1,1.1,0.8,2322.0,1457.0,0.0,0.0,6,0.0,0.0,0.0,0.04,0.06,0.02,0.0,0.0,0.19,0.19,0.19,0.29,0.11,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,0.0
Obafemi,21,14,MCI,SOU,1,4.6,FWD,1.0%,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.0,55074.0,169702.0,-4.0,4.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,0.0
N'Lundulu,21,14,MCI,SOU,1,4.5,FWD,0.1%,0.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.6,0.2,2.0,0.3,0.4,0.0,0.1,0.7,1.0,13419.0,7514.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,7,3,3.0,25.0,18,24,15.67,14.15,16.05,14.52,-0.38,8.66,12.21,80.0,66.0,18.1,9,1.5,1.0,1.6666666666666667,1.8166666666666667,1.6266666666666667,0.9508333333333333,0.6966666666666667,0.9291666666666667,0.8175,1.7608333333333333,10.0,3.1666666666666665,1.985,1.0
Ederson,21,14,SOU,MCI,0,6.0,GKP,6.1%,4.2,1080.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,203.0,183.0,0.0,0.0,18.4,4.2,0.0,0.7,7.5,3.8,289583.0,259744.0,0.0,0.0,12,0.0,0.0,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.19,0.19,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,6.0
Bernardo Silva,21,14,SOU,MCI,0,7.4,MID,0.5%,0.4,372.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.4,41.3,43.0,12.6,0.4,0.0,0.1,1.6,2.0,47570.0,76266.0,-1.0,1.0,6,0.0,0.25,0.25,0.06,2.22,1.9,0.06,0.06,0.01,0.08,0.08,0.53,0.46,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,3.0
Fernandinho,21,14,SOU,MCI,0,5.4,DEF,0.7%,1.2,289.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,41.2,17.7,43.0,10.2,1.2,0.0,0.2,2.0,1.8,43515.0,92027.0,-1.0,1.0,6,0.0,0.59,0.59,0.0,1.43,1.36,0.19,0.19,0.0,0.19,0.19,0.45,0.43,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,0.0
De Bruyne,21,14,SOU,MCI,0,11.9,MID,27.1%,6.6,922.0,2.0,6.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,227.0,327.6,525.4,429.0,128.3,6.6,1.0,0.6,5.0,5.5,2937626.0,2872492.0,4.0,-4.0,11,0.0,5.13,2.85,5.38,8.56,3.83,0.5,0.28,0.53,1.03,0.8,0.84,0.37,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,5.0
Sterling,21,14,SOU,MCI,0,11.4,MID,4.3%,4.8,909.0,3.0,3.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,142.0,210.6,202.2,483.0,89.6,4.8,1.0,0.4,5.0,5.2,805731.0,781587.0,-1.0,1.0,11,3.0,3.71,3.71,2.41,8.3,4.3,0.37,0.37,0.24,0.6,0.6,0.82,0.43,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,8.0
Walker,21,14,SOU,MCI,0,6.2,DEF,11.4%,3.6,902.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,196.0,175.0,102.4,72.0,34.8,3.6,2.0,0.6,7.6,4.3,817496.0,437049.0,2.0,-2.0,11,1.0,0.17,0.17,0.37,4.94,4.7,0.02,0.02,0.04,0.05,0.05,0.49,0.47,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,8.0
Dias,21,14,SOU,MCI,0,5.6,DEF,4.1%,3.6,879.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,177.0,157.8,17.8,99.0,27.5,3.6,0.0,0.6,6.2,3.5,376827.0,92799.0,1.0,-1.0,10,0.0,1.12,1.12,0.0,4.82,4.78,0.11,0.11,0.0,0.11,0.11,0.49,0.49,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,
Mahrez,21,14,SOU,MCI,0,8.5,MID,9.4%,6.0,746.0,4.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,188.0,238.6,328.4,373.0,94.0,6.0,2.0,0.7,6.1,5.8,1347931.0,828684.0,0.0,0.0,9,4.0,2.6,2.6,2.85,7.32,3.05,0.31,0.31,0.34,0.65,0.65,0.87,0.36,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,1.0
Cancelo,21,14,SOU,MCI,0,5.5,DEF,4.1%,2.8,720.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,166.0,167.8,266.6,81.0,51.6,2.8,0.0,0.5,6.9,4.8,424635.0,207469.0,0.0,0.0,8,0.0,0.2,0.2,1.41,6.44,5.32,0.02,0.02,0.18,0.2,0.2,0.81,0.67,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,8.0
Jesus,21,14,SOU,MCI,0,9.3,FWD,1.9%,2.6,630.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,84.0,118.0,115.2,193.0,42.7,2.6,0.0,0.3,3.0,4.0,340069.0,346455.0,-2.0,2.0,7,2.0,1.96,1.96,1.08,4.56,2.25,0.28,0.28,0.15,0.44,0.44,0.65,0.32,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,0.0
Mendy,21,14,SOU,MCI,0,5.9,DEF,2.1%,4.4,504.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,96.0,72.8,40.2,35.0,14.6,4.4,1.0,0.7,4.1,4.0,134592.0,132925.0,-1.0,1.0,6,1.0,0.15,0.15,0.06,1.33,1.18,0.03,0.03,0.01,0.04,0.04,0.24,0.21,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,0.0
Foden,21,14,SOU,MCI,0,6.4,MID,4.3%,1.4,501.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,134.6,107.2,201.0,44.3,1.4,0.0,0.2,5.2,3.7,912081.0,934671.0,-1.0,1.0,9,2.0,1.78,1.78,0.73,3.17,0.76,0.32,0.32,0.13,0.45,0.45,0.57,0.14,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,0.0
Gündogan,21,14,SOU,MCI,0,5.4,MID,0.3%,3.2,480.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,117.0,145.7,86.0,34.9,3.2,1.0,0.6,4.1,3.1,25748.0,43999.0,-1.0,1.0,7,1.0,1.12,1.12,0.54,3.15,1.81,0.21,0.21,0.1,0.31,0.31,0.59,0.34,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,3.0
Torres,21,14,SOU,MCI,0,6.9,MID,1.8%,2.0,419.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,69.8,75.1,227.0,37.1,2.0,0.0,0.3,3.2,2.8,201076.0,159018.0,-1.0,1.0,8,1.0,1.83,1.83,0.27,3.72,1.79,0.39,0.39,0.06,0.44,0.44,0.79,0.38,9,12,5,5,2.0,18.0,12,20,21.8,19.52,11.41,8.36,11.15,9.81,21.13,120.0,38.0,23.82,3,1.9230769230769231,1.3846153846153846,1.8461538461538463,1.2053846153846153,1.0884615384615386,1.2346153846153847,1.116923076923077,-0.02923076923076923,0.6661538461538462,0.9392307692307693,6.153846153846154,5.076923076923077,1.3923076923076925,3.0
