Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Pickford,21,6,SOU,EVE,0.0,GKP,5.0,8.5%,2.0,15.0,450.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,86.0,107.6,10.0,0.0,11.9,2.0,0.0,0.4,3.0,3.0,394279.0,305215.0,0.0,0.0,5,0.0,0.0,0.0,0.02,0.77,0.75,0.0,0.0,0.0,0.0,0.0,0.15,0.15,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,2.0
Digne,21,6,SOU,EVE,0.0,DEF,6.2,18.3%,4.7,27.0,450.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,129.0,146.4,162.9,28.0,33.8,4.7,1.0,0.8,4.4,5.4,977418.0,395150.0,2.0,-2.0,5,0.0,0.08,0.08,1.06,1.73,1.17,0.02,0.02,0.21,0.23,0.23,0.35,0.23,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,-2.0
Keane,21,6,SOU,EVE,0.0,DEF,5.1,5.8%,3.7,24.0,450.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,157.4,22.1,76.0,25.6,3.7,1.0,0.7,4.7,4.8,358959.0,121718.0,1.0,-1.0,5,2.0,1.14,1.14,0.14,2.16,2.02,0.23,0.23,0.03,0.26,0.26,0.43,0.4,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Mina,21,6,SOU,EVE,0.0,DEF,5.5,2.2%,3.7,18.0,450.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,136.0,3.1,40.0,17.9,3.7,0.0,0.7,3.3,3.6,100649.0,59876.0,0.0,0.0,5,1.0,0.56,0.56,0.0,1.59,1.58,0.11,0.11,0.0,0.11,0.11,0.32,0.32,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Calvert-Lewin,21,6,SOU,EVE,0.0,FWD,7.7,55.8%,6.0,43.0,428.0,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,178.0,254.6,25.9,323.0,60.3,6.0,1.0,0.8,5.6,8.6,3445180.0,320233.0,7.0,-7.0,5,7.0,5.04,5.04,0.11,4.7,1.16,1.05,1.05,0.02,1.07,1.07,0.98,0.24,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Rodríguez,21,6,SOU,EVE,0.0,MID,8.0,40.0%,8.0,39.0,419.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,163.0,211.0,219.5,118.0,55.0,8.0,1.0,1.0,4.9,7.8,2702183.0,722129.0,5.0,-5.0,5,3.0,1.65,1.65,2.69,4.56,2.29,0.35,0.35,0.56,0.91,0.91,0.95,0.48,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,2.0
Doucouré,21,6,SOU,EVE,0.0,MID,5.4,1.4%,3.0,13.0,411.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,80.8,97.7,47.0,22.5,3.0,0.0,0.6,2.4,2.6,63930.0,134644.0,-1.0,1.0,5,0.0,0.15,0.15,1.08,3.03,2.58,0.03,0.03,0.23,0.26,0.26,0.65,0.55,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Coleman,21,6,SOU,EVE,0.0,DEF,5.0,1.7%,2.7,15.0,357.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,92.8,30.3,24.0,14.8,2.7,0.0,0.5,3.0,3.0,175988.0,132471.0,0.0,0.0,5,0.0,0.04,0.04,0.55,2.23,2.19,0.01,0.01,0.14,0.15,0.15,0.56,0.55,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,0.0
Sigurdsson,21,6,SOU,EVE,0.0,MID,6.9,1.0%,2.3,9.0,169.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.2,49.2,22.0,11.9,2.3,0.0,0.3,1.3,1.8,9095.0,50804.0,-1.0,1.0,5,0.0,0.05,0.05,0.45,0.72,0.61,0.03,0.03,0.26,0.29,0.29,0.41,0.35,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Iwobi,21,6,SOU,EVE,0.0,MID,5.9,0.2%,2.3,8.0,100.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.2,21.5,8.0,5.8,2.3,0.0,0.4,1.4,2.0,4275.0,8849.0,-1.0,1.0,4,0.0,0.0,0.0,0.49,1.05,0.56,0.0,0.0,0.48,0.48,0.48,1.03,0.55,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Davies,21,6,SOU,EVE,0.0,MID,5.4,0.1%,1.0,4.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.2,2.8,0.0,2.5,1.0,0.0,0.2,0.7,1.3,2402.0,6226.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,0.0
Godfrey,21,6,SOU,EVE,0.0,DEF,5.0,0.0%,1.0,1.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.4,10.4,0.0,3.1,1.0,0.0,0.2,0.2,1.0,3161.0,703.0,0.0,0.0,1,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.04,0.04,0.04,0.04,0.04,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Delph,21,6,SOU,EVE,0.0,MID,4.9,0.0%,0.3,1.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.8,0.0,0.5,0.3,0.0,0.1,0.2,1.0,1370.0,2595.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,1.0
Kean,21,6,SOU,EVE,0.0,FWD,5.8,0.3%,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,11.0,0.9,0.0,0.0,0.0,0.3,1.0,7739.0,31190.0,-2.0,2.0,2,0.0,0.02,0.02,0.0,0.02,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,1,5,4,1,0.0,14.0,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26.0,39.0,10.37,12,1.6,1.8,1.4,1.324,1.1720000000000002,1.234,1.234,-0.062,1.746,2.418,7.0,5.0,1.454,0.0
Willian,21,6,LEI,ARS,1.0,MID,7.9,7.4%,2.0,22.0,362.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,56.8,110.4,42.0,21.0,2.0,1.0,0.3,2.8,4.4,722904.0,944225.0,-1.0,1.0,5,0.0,0.78,0.78,1.09,2.21,1.08,0.19,0.19,0.26,0.45,0.45,0.54,0.26,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,0.0
Gabriel,21,6,LEI,ARS,1.0,DEF,5.1,12.1%,1.3,21.0,360.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,115.6,3.7,57.0,17.6,1.3,1.0,0.3,4.1,5.2,805556.0,393396.0,1.0,-1.0,4,1.0,0.6,0.6,0.0,1.07,1.07,0.15,0.15,0.0,0.15,0.15,0.27,0.27,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
David Luiz,21,6,LEI,ARS,1.0,DEF,5.5,1.1%,1.7,6.0,271.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,57.8,7.3,19.0,8.4,1.7,0.0,0.3,1.1,1.5,26152.0,46928.0,0.0,0.0,4,0.0,0.08,0.08,0.0,0.55,0.55,0.03,0.03,0.0,0.03,0.03,0.18,0.18,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Leno,21,6,LEI,ARS,1.0,GKP,5.0,9.6%,2.7,17.0,450.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,100.0,110.6,0.0,0.0,11.1,2.7,0.0,0.5,3.4,3.4,322537.0,258243.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.18,0.18,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
Bellerín,21,6,LEI,ARS,1.0,DEF,5.0,5.8%,4.3,20.0,450.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,96.0,88.6,62.8,12.0,16.4,4.3,0.0,0.9,4.0,4.0,251888.0,184742.0,0.0,0.0,5,0.0,0.0,0.0,0.57,1.77,1.67,0.0,0.0,0.11,0.11,0.11,0.35,0.33,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Aubameyang,21,6,LEI,ARS,1.0,MID,11.8,16.9%,2.0,18.0,450.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,86.8,87.1,105.0,27.9,2.0,0.0,0.2,1.5,3.6,346028.0,2294526.0,-2.0,2.0,5,1.0,0.4,0.4,1.02,2.16,0.82,0.08,0.08,0.2,0.28,0.28,0.43,0.16,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
Tierney,21,6,LEI,ARS,1.0,DEF,5.4,5.5%,1.7,11.0,360.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.2,26.5,13.0,10.4,1.7,0.0,0.3,2.0,2.8,87891.0,480095.0,-1.0,1.0,4,0.0,0.03,0.03,0.06,1.25,1.19,0.01,0.01,0.01,0.02,0.02,0.31,0.3,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
Xhaka,21,6,LEI,ARS,1.0,MID,5.4,0.6%,1.3,9.0,317.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,37.8,29.1,21.0,8.7,1.3,0.0,0.2,1.7,1.8,19746.0,41688.0,-1.0,1.0,5,0.0,0.21,0.21,0.08,2.63,2.58,0.06,0.06,0.02,0.08,0.08,0.73,0.72,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Ceballos,21,6,LEI,ARS,1.0,MID,5.0,1.8%,1.7,14.0,302.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,82.0,91.4,92.3,24.0,20.8,1.7,0.0,0.3,2.8,2.8,110991.0,130815.0,0.0,0.0,5,0.0,0.13,0.13,1.07,1.99,1.77,0.04,0.04,0.32,0.36,0.36,0.6,0.53,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
Holding,21,6,LEI,ARS,1.0,DEF,4.5,1.8%,0.3,9.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.2,1.6,0.0,6.8,0.3,0.0,0.1,2.0,3.0,158878.0,143261.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.23,0.23,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,0.0
Elneny,21,6,LEI,ARS,1.0,MID,4.4,1.4%,1.3,7.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.6,19.7,22.0,8.4,1.3,0.0,0.3,1.6,2.3,148114.0,103325.0,-1.0,1.0,3,0.0,0.11,0.11,0.05,1.67,1.51,0.04,0.04,0.02,0.05,0.05,0.56,0.5,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,0.0
Saka,21,6,LEI,ARS,1.0,MID,5.3,3.1%,3.3,12.0,264.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,68.6,43.8,121.0,23.4,3.3,0.0,0.6,2.3,4.0,63811.0,366075.0,-2.0,2.0,3,1.0,1.05,1.05,0.14,2.12,0.98,0.35,0.35,0.05,0.4,0.4,0.71,0.33,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,3.0
Lacazette,21,6,LEI,ARS,1.0,FWD,8.5,4.1%,2.7,22.0,256.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,112.0,29.8,134.0,27.6,2.7,0.0,0.3,2.6,5.5,238273.0,277584.0,0.0,0.0,4,3.0,2.32,2.32,0.16,2.68,0.27,0.8,0.8,0.05,0.85,0.85,0.92,0.09,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Maitland-Niles,21,6,LEI,ARS,1.0,DEF,4.9,1.4%,0.7,8.0,183.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.2,4.3,7.0,3.2,0.7,0.0,0.1,1.6,2.7,43900.0,92956.0,-1.0,1.0,3,0.0,0.05,0.05,0.0,0.63,0.58,0.02,0.02,0.0,0.02,0.02,0.31,0.29,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,0.0
Nketiah,21,6,LEI,ARS,1.0,FWD,5.7,0.8%,1.0,12.0,97.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,40.6,3.7,42.0,8.5,1.0,0.0,0.2,2.1,2.4,27523.0,102628.0,-3.0,3.0,5,1.0,0.63,0.63,0.0,0.68,0.05,0.6,0.6,0.0,0.6,0.6,0.65,0.04,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Kolasinac,21,6,LEI,ARS,1.0,DEF,4.8,0.2%,0.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.6,5.4,4.0,1.3,0.0,0.0,0.0,0.4,2.0,4073.0,13205.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.43,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,0.0
Partey,21,6,LEI,ARS,1.0,MID,5.0,0.7%,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,49865.0,8882.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,2.0
Pépé,21,6,LEI,ARS,1.0,MID,7.7,0.9%,3.0,11.0,177.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.8,20.5,61.0,12.0,3.0,0.0,0.4,1.4,2.2,15206.0,107504.0,-3.0,3.0,5,1.0,0.34,0.34,0.07,0.6,0.37,0.18,0.18,0.04,0.21,0.21,0.31,0.19,5,5,3,0,2.0,8.0,6,9,6.18,6.18,6.5,6.5,-0.33,20.8,16.73,37.0,25.0,6.84,4,2.4,1.6,1.8,1.588,0.826,1.246,1.246,-0.42,2.1260000000000003,2.838,5.2,5.4,1.544,1.0
Ederson,21,6,WHU,MCI,0.0,GKP,6.0,6.0%,3.7,13.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,66.0,91.0,0.0,0.0,9.1,3.7,0.0,0.6,2.2,3.2,158108.0,131903.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.11,0.11,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,2.0
Fernandinho,21,6,WHU,MCI,0.0,DEF,5.5,1.2%,1.0,5.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.4,13.2,30.0,7.7,1.0,0.0,0.2,0.9,1.2,38382.0,51101.0,0.0,0.0,4,0.0,0.49,0.49,0.0,0.74,0.7,0.29,0.29,0.0,0.29,0.29,0.43,0.41,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,0.0
Bernardo Silva,21,6,WHU,MCI,0.0,MID,7.4,0.6%,1.3,4.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,19.9,12.0,5.1,1.3,0.0,0.2,0.5,2.0,22927.0,41752.0,-1.0,1.0,2,0.0,0.14,0.14,0.06,0.87,0.67,0.11,0.11,0.05,0.16,0.16,0.69,0.53,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,2.0
Walker,21,6,WHU,MCI,0.0,DEF,6.0,5.9%,3.0,11.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,54.6,32.7,37.0,12.4,3.0,0.0,0.5,1.8,2.8,167113.0,159968.0,0.0,0.0,4,0.0,0.11,0.11,0.05,1.16,1.06,0.03,0.03,0.01,0.04,0.04,0.29,0.26,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,2.0
Sterling,21,6,WHU,MCI,0.0,MID,11.6,7.4%,7.3,27.0,351.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,109.4,96.5,173.0,37.9,7.3,0.0,0.6,2.3,6.8,582719.0,334066.0,1.0,-1.0,4,2.0,1.14,1.14,0.87,3.1,1.39,0.29,0.29,0.22,0.51,0.51,0.79,0.35,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,2.0
Foden,21,6,WHU,MCI,0.0,MID,6.6,7.7%,3.3,19.0,331.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,62.8,56.0,131.0,24.9,3.3,0.0,0.5,2.9,4.8,600202.0,365147.0,1.0,-1.0,4,1.0,1.46,1.46,0.2,1.91,0.3,0.39,0.39,0.05,0.45,0.45,0.51,0.08,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,6.0
Aké,21,6,WHU,MCI,0.0,DEF,5.5,7.3%,3.7,13.0,289.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,64.4,24.7,19.0,10.8,3.7,0.0,0.7,2.4,3.2,237226.0,253735.0,0.0,0.0,4,1.0,0.4,0.4,0.02,0.94,0.93,0.13,0.13,0.01,0.13,0.13,0.3,0.29,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,0.0
De Bruyne,21,6,WHU,MCI,0.0,MID,11.5,16.0%,1.3,17.0,270.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,114.8,185.4,127.0,42.8,1.3,0.0,0.1,1.5,5.7,1621282.0,2369922.0,0.0,0.0,3,0.0,1.42,0.66,1.09,2.11,1.02,0.47,0.22,0.36,0.84,0.58,0.7,0.34,11,4,2,1,1.0,7.0,7,7,6.37,5.61,7.0,4.72,0.89,9.19,18.88,31.0,14.0,5.36,9,2.2,1.4,1.4,1.902,1.902,1.122,1.122,0.782,3.466,2.29,4.0,6.6,1.8319999999999999,1.0
