Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Wan-Bissaka,21,15,LEI,MUN,0.0,DEF,5.4,8.2%,2.2,37.0,1080.0,1.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,211.0,266.2,85.5,52.0,40.2,2.2,0.0,0.4,6.9,3.1,434118.0,713329.0,-1.0,1.0,12,1.0,0.14,0.14,0.26,2.41,2.11,0.01,0.01,0.02,0.03,0.03,0.2,0.18,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Fernandes,21,15,LEI,MUN,0.0,MID,11.0,43.2%,7.6,102.0,1033.0,9.0,6.0,3.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,16.0,374.0,575.0,588.2,407.0,157.2,7.6,5.0,0.7,9.3,7.8,3445441.0,1515972.0,5.0,-5.0,13,5.0,6.15,2.35,4.94,8.31,2.65,0.53,0.2,0.43,0.96,0.63,0.72,0.23,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,12.0
de Gea,21,15,LEI,MUN,0.0,GKP,5.3,3.3%,1.4,28.0,945.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,150.0,168.2,0.0,0.0,17.0,1.4,0.0,0.3,5.3,2.5,126006.0,232100.0,-2.0,2.0,11,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.07,0.07,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,1.0
McTominay,21,15,LEI,MUN,0.0,MID,4.9,0.5%,4.8,37.0,764.0,2.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,173.0,217.4,142.5,87.0,44.6,4.8,1.0,1.0,7.6,3.4,37243.0,31131.0,-1.0,1.0,11,2.0,0.71,0.71,1.49,4.04,2.18,0.08,0.08,0.18,0.26,0.26,0.48,0.26,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,2.0
Shaw,21,15,LEI,MUN,0.0,DEF,4.8,0.7%,2.0,24.0,755.0,0.0,1.0,2.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,154.0,142.2,181.9,29.0,35.5,2.0,1.0,0.4,5.0,2.7,94637.0,142778.0,-2.0,2.0,9,0.0,0.05,0.05,0.75,1.95,1.55,0.01,0.01,0.09,0.09,0.09,0.23,0.18,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,3.0
Pogba,21,15,LEI,MUN,0.0,MID,7.7,1.4%,3.4,28.0,641.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,102.0,114.2,91.6,80.0,28.2,3.4,0.0,0.4,3.6,2.8,110285.0,166935.0,-3.0,3.0,10,1.0,0.31,0.31,0.16,3.04,2.61,0.04,0.04,0.02,0.07,0.07,0.43,0.37,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,1.0
Martial,21,15,LEI,MUN,0.0,FWD,8.7,3.8%,5.0,34.0,633.0,1.0,5.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,103.0,127.0,130.9,288.0,54.3,5.0,1.0,0.6,3.9,3.8,598617.0,1169345.0,-3.0,3.0,9,1.0,2.92,2.92,2.15,5.22,1.64,0.41,0.41,0.3,0.71,0.71,0.73,0.23,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,2.0
Greenwood,21,15,LEI,MUN,0.0,MID,7.1,2.3%,2.6,20.0,555.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,57.8,57.0,172.0,28.5,2.6,0.0,0.4,2.8,2.2,301279.0,659497.0,-4.0,4.0,9,1.0,1.74,1.74,0.22,2.13,0.33,0.28,0.28,0.03,0.31,0.31,0.34,0.05,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Matic,21,15,LEI,MUN,0.0,MID,4.8,0.2%,0.8,14.0,434.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,76.8,51.3,25.0,15.3,0.8,0.0,0.2,2.9,2.0,13200.0,22777.0,-2.0,2.0,7,0.0,0.06,0.06,0.08,2.07,1.98,0.01,0.01,0.02,0.03,0.03,0.43,0.41,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Telles,21,15,LEI,MUN,0.0,DEF,5.5,1.4%,1.6,14.0,383.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,96.0,126.7,22.0,24.4,1.6,0.0,0.3,2.5,2.8,237021.0,149521.0,0.0,0.0,5,0.0,0.11,0.11,0.53,1.72,1.65,0.03,0.03,0.13,0.15,0.15,0.4,0.39,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Mata,21,15,LEI,MUN,0.0,MID,5.9,0.1%,1.0,19.0,334.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,66.2,121.9,67.0,25.5,1.0,0.0,0.2,3.2,3.2,9867.0,13645.0,-1.0,1.0,6,0.0,0.31,0.31,0.72,2.17,1.32,0.08,0.08,0.19,0.27,0.27,0.58,0.35,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
James,21,15,LEI,MUN,0.0,MID,6.2,0.2%,1.2,9.0,267.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,53.4,55.1,128.0,23.7,1.2,0.0,0.2,1.5,2.2,9579.0,25503.0,-3.0,3.0,4,1.0,0.69,0.69,0.17,1.05,0.26,0.22,0.22,0.06,0.28,0.28,0.34,0.08,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,1.0
van de Beek,21,15,LEI,MUN,0.0,MID,6.6,1.6%,1.0,16.0,250.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,73.2,39.3,49.0,16.2,1.0,0.0,0.2,2.4,1.6,162739.0,317452.0,-4.0,4.0,10,1.0,0.28,0.28,0.12,1.66,1.25,0.11,0.11,0.05,0.15,0.15,0.63,0.48,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Henderson,21,15,LEI,MUN,0.0,GKP,5.2,1.5%,1.0,5.0,225.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,38.0,65.2,0.0,0.0,6.5,1.0,0.0,0.2,1.0,1.7,14590.0,127495.0,-3.0,3.0,3,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.09,0.09,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Cavani,21,15,LEI,MUN,0.0,FWD,7.8,1.0%,3.4,24.0,191.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,99.0,133.0,19.5,163.0,31.4,3.4,1.0,0.4,3.1,3.4,333072.0,281105.0,-2.0,2.0,7,3.0,1.89,1.89,0.29,2.16,0.92,0.94,0.94,0.14,1.08,1.08,1.07,0.45,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,4.0
Bailly,21,15,LEI,MUN,0.0,DEF,4.9,0.2%,0.0,-1.0,98.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,0.1,0.0,2.5,0.0,0.0,0.0,-0.2,-0.5,8841.0,21361.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,1.0
Fosu-Mensah,21,15,LEI,MUN,0.0,DEF,4.3,0.1%,0.0,0.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.8,30.5,16.0,6.4,0.0,0.0,0.0,0.0,0.0,4539.0,8407.0,-2.0,2.0,1,0.0,0.02,0.02,0.31,0.4,0.36,0.02,0.02,0.32,0.34,0.34,0.43,0.38,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Tuanzebe,21,15,LEI,MUN,0.0,DEF,4.2,0.1%,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.3,0.0,0.7,0.0,0.0,0.0,0.2,1.0,13824.0,11345.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.34,0.34,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,-1.0
Ighalo,21,15,LEI,MUN,0.0,FWD,6.1,0.2%,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,0.2,0.0,0.0,0.0,0.2,1.0,6756.0,21655.0,-4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Williams,21,15,LEI,MUN,0.0,DEF,4.2,0.7%,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.3,0.0,0.1,0.2,0.0,0.0,0.2,1.0,21976.0,93550.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,8,2,3.0,28.0,21,26,22.25,18.45,18.28,15.23,3.21,12.14,11.61,111.0,75.0,20.12,2,1.8571428571428568,1.2142857142857142,1.9285714285714288,1.6207142857142858,1.1314285714285717,1.3321428571428569,1.2778571428571428,-0.1464285714285714,0.8835714285714286,0.9571428571428572,6.142857142857142,5.5,1.592142857142857,0.0
Joelinton,21,15,MCI,NEW,0.0,FWD,5.7,0.6%,5.0,30.0,724.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,109.0,142.6,106.8,189.0,43.8,5.0,1.0,0.9,5.3,2.5,53796.0,44568.0,-3.0,3.0,12,1.0,0.99,0.99,1.12,2.78,0.8,0.12,0.12,0.14,0.26,0.26,0.35,0.1,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,2.0
Sean Longstaff,21,15,MCI,NEW,0.0,MID,4.7,0.1%,2.2,17.0,644.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,85.0,77.0,89.0,66.0,23.0,2.2,0.0,0.5,3.6,1.7,5171.0,8483.0,-3.0,3.0,10,0.0,0.28,0.28,0.17,0.77,0.58,0.04,0.04,0.02,0.06,0.06,0.11,0.08,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Darlow,21,15,MCI,NEW,0.0,GKP,5.0,1.7%,3.5,50.0,1170.0,0.0,0.0,2.0,22.0,0.0,1.0,0.0,0.0,0.0,55.0,5.0,267.0,413.8,0.0,0.0,41.6,3.5,0.0,0.7,10.0,3.8,202130.0,137541.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.07,0.07,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,2.0
Wilson,21,15,MCI,NEW,0.0,FWD,6.6,17.0%,6.8,82.0,1057.0,8.0,4.0,3.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,272.0,355.4,153.6,398.0,90.4,6.8,2.0,1.0,12.4,6.8,2199013.0,1680476.0,1.0,-1.0,12,4.0,8.28,5.23,1.83,7.37,0.33,0.7,0.44,0.15,0.86,0.6,0.62,0.03,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Fernández,21,15,MCI,NEW,0.0,DEF,4.8,0.7%,1.5,21.0,1035.0,0.0,0.0,2.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,170.0,246.0,23.9,8.0,27.7,1.5,0.0,0.3,4.4,1.8,39879.0,97081.0,-2.0,2.0,12,0.0,0.0,0.0,0.05,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.04,0.04,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,1.0
Lewis,21,15,MCI,NEW,0.0,DEF,4.3,2.8%,1.8,21.0,989.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,138.0,151.6,149.0,15.0,31.5,1.8,0.0,0.4,4.9,1.8,350601.0,281014.0,-2.0,2.0,12,0.0,0.02,0.02,0.4,1.93,1.57,0.0,0.0,0.04,0.04,0.04,0.18,0.14,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,1.0
Hendrick,21,15,MCI,NEW,0.0,MID,4.7,2.3%,2.5,38.0,821.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,119.0,158.0,25.2,79.0,25.9,2.5,1.0,0.5,8.1,3.8,499355.0,450285.0,-3.0,3.0,10,2.0,1.0,1.0,0.79,2.86,1.14,0.11,0.11,0.09,0.19,0.19,0.31,0.12,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Hayden,21,15,MCI,NEW,0.0,MID,4.8,0.1%,1.0,14.0,730.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,80.0,103.0,41.5,52.0,19.7,1.0,0.0,0.2,2.9,1.4,3215.0,7416.0,-2.0,2.0,10,0.0,0.14,0.14,0.08,1.44,1.33,0.02,0.02,0.01,0.03,0.03,0.18,0.16,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,2.0
Shelvey,21,15,MCI,NEW,0.0,MID,5.3,0.1%,1.8,16.0,701.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,96.0,125.8,153.5,104.0,38.4,1.8,0.0,0.3,3.0,2.0,8138.0,24055.0,-2.0,2.0,8,0.0,0.68,0.68,0.68,1.92,1.39,0.09,0.09,0.09,0.17,0.17,0.24,0.18,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Lascelles,21,15,MCI,NEW,0.0,DEF,4.3,1.0%,0.0,14.0,672.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,126.2,2.2,26.0,15.5,0.0,0.0,0.0,3.3,1.8,75267.0,248551.0,-2.0,2.0,8,0.0,0.12,0.12,0.0,0.48,0.48,0.02,0.02,0.0,0.02,0.02,0.06,0.06,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Almirón,21,15,MCI,NEW,0.0,MID,5.6,0.4%,3.8,30.0,672.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,111.0,152.8,126.2,155.0,43.5,3.8,0.0,0.7,5.4,2.5,31106.0,73144.0,-4.0,4.0,12,1.0,0.87,0.87,0.75,2.26,0.88,0.12,0.12,0.1,0.22,0.22,0.3,0.12,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,2.0
Saint-Maximin,21,15,MCI,NEW,0.0,MID,5.1,3.2%,0.0,28.0,582.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,120.6,99.5,79.0,30.0,0.0,0.0,0.0,5.5,3.5,305471.0,1532593.0,-4.0,4.0,8,1.0,0.84,0.84,1.3,2.94,0.89,0.13,0.13,0.2,0.32,0.32,0.45,0.13,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Murphy,21,15,MCI,NEW,0.0,MID,4.9,0.1%,1.5,20.0,464.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,75.0,118.2,75.0,54.0,24.6,1.5,1.0,0.3,4.1,2.9,6119.0,6232.0,-1.0,1.0,7,1.0,0.28,0.28,0.77,0.83,0.24,0.05,0.05,0.15,0.2,0.2,0.16,0.05,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,2.0
Manquillo,21,15,MCI,NEW,0.0,DEF,4.3,0.3%,1.5,16.0,459.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,57.6,56.0,14.0,12.8,1.5,0.0,0.3,3.7,2.7,17667.0,29687.0,-2.0,2.0,6,0.0,0.02,0.02,0.15,0.47,0.29,0.0,0.0,0.03,0.03,0.03,0.09,0.06,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,0.0
Clark,21,15,MCI,NEW,0.0,DEF,4.5,0.1%,3.8,16.0,450.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,124.0,12.7,19.0,15.7,3.8,0.0,0.8,3.6,3.2,11774.0,6900.0,0.0,0.0,5,1.0,0.03,0.03,0.05,0.34,0.34,0.01,0.01,0.01,0.02,0.02,0.07,0.07,12,13,5,3,5.0,17.0,22,18,14.27,11.23,18.53,17.01,-5.78,18.43,8.72,54.0,97.0,15.31,8,1.4615384615384617,0.9230769230769232,1.7692307692307692,1.7661538461538462,1.59,0.9230769230769232,0.6884615384615385,0.9015384615384616,0.7761538461538462,1.5430769230769232,9.846153846153848,3.4615384615384617,1.977692307692308,1.0
