Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Werner,CHE,FWD,9.3,20.7%,6.7,29.0,519.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,104.0,117.4,60.3,251.0,42.9,6.7,1.0,0.7,3.1,4.8,660331.0,2355552.0,-2.0,2.0,6,2.0,2.25,2.25,0.53,3.16,0.91,0.39,0.39,0.09,0.48,0.48,0.54,0.16,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Havertz,CHE,MID,8.4,8.4%,5.0,23.0,465.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,96.4,107.8,67.0,27.2,5.0,0.0,0.6,2.7,3.8,464791.0,758778.0,-1.0,1.0,6,1.0,0.68,0.68,0.51,2.83,1.85,0.13,0.13,0.1,0.22,0.22,0.54,0.35,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Zouma,CHE,DEF,5.1,5.4%,7.7,32.0,450.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,125.0,172.8,14.6,76.0,26.4,7.7,2.0,1.5,6.3,6.4,365274.0,126581.0,1.0,-1.0,5,2.0,0.2,0.2,0.02,0.55,0.55,0.04,0.04,0.0,0.04,0.04,0.11,0.11,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
James,CHE,DEF,5.0,11.1%,3.0,25.0,363.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,120.0,158.4,129.0,37.0,32.6,3.0,2.0,0.6,5.0,5.0,964435.0,711642.0,0.0,0.0,5,1.0,0.05,0.05,0.87,1.52,1.37,0.01,0.01,0.22,0.23,0.23,0.38,0.34,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Mount,CHE,MID,6.9,5.3%,1.0,19.0,359.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,87.4,113.8,137.0,33.8,1.0,1.0,0.1,2.8,3.8,263405.0,479746.0,-1.0,1.0,5,1.0,0.47,0.47,0.74,1.55,1.0,0.12,0.12,0.18,0.3,0.3,0.39,0.25,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Azpilicueta,CHE,DEF,5.9,4.2%,4.0,17.0,320.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,71.8,39.2,33.0,14.4,4.0,0.0,0.7,2.9,3.4,54969.0,283612.0,-1.0,1.0,5,0.0,0.06,0.06,0.03,1.06,0.98,0.02,0.02,0.01,0.03,0.03,0.3,0.28,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Christensen,CHE,DEF,4.9,0.3%,0.3,0.0,315.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,70.0,4.1,20.0,9.5,0.3,0.0,0.1,0.0,0.0,7391.0,16538.0,-1.0,1.0,4,0.0,0.05,0.05,0.0,1.38,1.38,0.01,0.01,0.0,0.01,0.01,0.39,0.39,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Chilwell,CHE,DEF,5.8,16.9%,9.0,27.0,270.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,104.0,128.6,142.4,48.0,32.0,9.0,1.0,1.6,4.7,9.0,1228372.0,176517.0,3.0,-3.0,3,1.0,0.14,0.14,0.37,0.94,0.66,0.05,0.05,0.12,0.17,0.17,0.31,0.22,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Alonso,CHE,DEF,5.8,2.0%,0.0,2.0,225.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,37.0,28.1,20.0,8.5,0.0,0.0,0.0,0.3,0.7,33626.0,145118.0,-2.0,2.0,3,0.0,0.08,0.08,0.02,0.3,0.27,0.03,0.03,0.01,0.04,0.04,0.12,0.1,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Abraham,CHE,FWD,7.2,2.2%,2.3,14.0,211.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.2,15.8,113.0,17.4,2.3,0.0,0.3,1.9,2.8,55118.0,218484.0,-3.0,3.0,5,1.0,1.75,1.75,0.03,1.02,0.0,0.75,0.75,0.01,0.77,0.77,0.44,0.0,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Mendy,CHE,GKP,5.0,2.1%,4.3,13.0,180.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,23.8,0.0,0.0,2.4,4.3,0.0,0.9,2.6,6.5,195602.0,76329.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Pulisic,CHE,MID,8.3,3.9%,2.0,6.0,173.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.4,14.1,72.0,11.3,2.0,0.0,0.2,0.7,2.0,220345.0,660636.0,-2.0,2.0,3,0.0,0.23,0.23,0.06,0.87,0.66,0.12,0.12,0.03,0.15,0.15,0.44,0.33,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Hudson-Odoi,CHE,MID,5.8,0.3%,1.0,10.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.6,59.5,49.0,15.5,1.0,0.0,0.2,1.7,3.3,20274.0,34954.0,-2.0,2.0,3,1.0,0.17,0.17,0.44,0.74,0.47,0.12,0.12,0.3,0.42,0.42,0.5,0.32,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Kovacic,CHE,MID,5.4,0.3%,0.3,4.0,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,10.9,1.0,2.0,0.3,0.0,0.1,0.7,1.3,19322.0,22480.0,-1.0,1.0,3,0.0,0.01,0.01,0.0,1.15,1.14,0.0,0.0,0.0,0.0,0.0,0.77,0.77,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Caballero,CHE,GKP,4.8,0.3%,0.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,0.0,0.0,0.4,0.0,0.0,0.0,0.2,1.0,4352.0,14714.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Tomori,CHE,DEF,4.8,0.3%,0.0,0.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.6,0.1,0.0,2.7,0.0,0.0,0.0,0.0,0.0,5614.0,17576.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.15,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Giroud,CHE,FWD,6.7,0.7%,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.8,6.0,0.8,0.0,0.0,0.0,0.1,1.0,10965.0,65113.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.11,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Arrizabalaga,CHE,GKP,4.8,0.9%,0.7,6.0,270.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,40.0,50.8,0.0,0.0,5.0,0.7,0.0,0.1,1.2,2.0,42907.0,139990.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.04,0.04,10,6,2,3,1.0,13.0,9,9,9.26,6.21,6.78,6.78,-0.57,11.34,17.34,36.0,32.0,9.55
Lucas Moura,TOT,MID,6.9,1.6%,1.0,16.0,339.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,43.6,40.7,121.0,20.5,1.0,0.0,0.1,2.3,2.7,68097.0,131840.0,-1.0,1.0,6,1.0,0.85,0.85,0.15,1.82,0.85,0.22,0.22,0.04,0.26,0.26,0.48,0.22,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Lloris,TOT,GKP,5.5,5.7%,4.0,19.0,540.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,93.0,96.4,0.0,0.0,9.7,4.0,0.0,0.7,3.5,3.2,184953.0,175797.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.11,0.11,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Højbjerg,TOT,MID,4.9,0.8%,3.3,15.0,540.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,110.2,80.1,11.0,20.2,3.3,0.0,0.7,3.1,2.5,38168.0,57503.0,-1.0,1.0,6,0.0,0.03,0.03,0.73,3.52,3.16,0.01,0.01,0.12,0.13,0.13,0.59,0.53,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Kane,TOT,FWD,10.9,40.9%,12.3,65.0,533.0,5.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,245.0,364.0,160.6,372.0,89.7,12.3,3.0,1.1,6.0,10.8,2215842.0,501584.0,4.0,-4.0,6,4.0,4.79,4.03,3.6,6.56,0.72,0.8,0.68,0.6,1.41,1.28,1.1,0.12,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Dier,TOT,DEF,4.9,1.1%,2.7,13.0,450.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,86.8,3.8,4.0,9.5,2.7,0.0,0.6,2.7,2.6,43171.0,89658.0,-1.0,1.0,5,0.0,0.38,0.38,0.0,1.3,1.3,0.08,0.08,0.0,0.08,0.08,0.26,0.26,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Davies,TOT,DEF,4.8,1.2%,3.3,15.0,377.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,47.4,54.7,46.0,14.8,3.3,0.0,0.7,3.1,3.0,46476.0,140228.0,-2.0,2.0,5,0.0,0.07,0.07,0.07,1.2,1.16,0.02,0.02,0.02,0.04,0.04,0.29,0.28,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Sánchez,TOT,DEF,5.4,0.9%,0.3,4.0,360.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,2.1,86.0,14.3,0.3,0.0,0.1,0.7,1.0,18420.0,37842.0,-1.0,1.0,4,0.0,0.25,0.25,0.0,0.92,0.92,0.06,0.06,0.0,0.06,0.06,0.23,0.23,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Doherty,TOT,DEF,5.8,9.0%,2.0,10.0,345.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,64.6,48.5,47.0,16.1,2.0,0.0,0.3,1.7,2.5,125806.0,1069686.0,-2.0,2.0,4,0.0,0.31,0.31,0.12,2.36,2.32,0.08,0.08,0.03,0.11,0.11,0.61,0.6,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Sissoko,TOT,MID,4.8,0.4%,2.3,8.0,315.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,54.2,31.5,0.0,8.6,2.3,0.0,0.5,1.7,2.0,13785.0,29634.0,-2.0,2.0,4,0.0,0.0,0.0,0.11,1.44,1.44,0.0,0.0,0.03,0.03,0.03,0.41,0.41,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Alderweireld,TOT,DEF,5.4,1.7%,3.0,11.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,76.8,24.9,2.0,10.4,3.0,0.0,0.6,2.0,3.7,33246.0,117276.0,-1.0,1.0,3,0.0,0.0,0.0,0.18,0.6,0.6,0.0,0.0,0.06,0.06,0.06,0.2,0.2,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Winks,TOT,MID,5.4,0.1%,0.3,5.0,256.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,35.0,20.4,0.0,5.5,0.3,0.0,0.1,0.9,1.2,2996.0,8333.0,-1.0,1.0,4,0.0,0.0,0.0,0.02,1.5,1.48,0.0,0.0,0.01,0.01,0.01,0.53,0.52,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Aurier,TOT,DEF,5.2,2.6%,4.3,13.0,180.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,94.2,30.0,60.0,18.4,4.3,0.0,0.8,2.5,6.5,122606.0,202410.0,-3.0,3.0,2,1.0,0.46,0.46,0.74,1.41,0.46,0.23,0.23,0.37,0.6,0.6,0.7,0.23,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Reguilón,TOT,DEF,5.6,3.8%,2.0,6.0,180.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.4,61.3,14.0,11.9,2.0,0.0,0.4,1.1,3.0,291682.0,49743.0,1.0,-1.0,2,0.0,0.04,0.04,0.8,1.04,0.43,0.02,0.02,0.4,0.42,0.42,0.52,0.22,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Bergwijn,TOT,MID,7.1,0.4%,1.0,6.0,152.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.4,34.6,22.0,6.8,1.0,0.0,0.1,0.8,1.5,8995.0,79922.0,-4.0,4.0,4,0.0,0.14,0.14,0.18,1.52,1.39,0.08,0.08,0.11,0.19,0.19,0.93,0.84,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Lo Celso,TOT,MID,6.9,0.5%,0.3,4.0,132.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,19.6,58.1,64.0,14.2,0.3,0.0,0.0,0.6,1.3,4623.0,31294.0,-1.0,1.0,3,0.0,0.41,0.41,0.25,1.54,1.18,0.28,0.28,0.17,0.46,0.46,1.07,0.81,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Lamela,TOT,MID,5.9,0.2%,0.3,6.0,118.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,23.8,29.1,91.0,14.4,0.3,0.0,0.1,1.0,1.5,8733.0,13782.0,-1.0,1.0,4,0.0,0.52,0.52,0.08,1.08,0.65,0.41,0.41,0.06,0.47,0.47,0.85,0.52,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Alli,TOT,MID,7.5,0.6%,0.3,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.4,13.7,25.0,4.8,0.3,0.0,0.0,0.3,1.0,16181.0,232483.0,-5.0,5.0,2,0.0,0.23,0.23,0.03,0.54,0.37,0.33,0.33,0.05,0.38,0.38,0.76,0.52,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Bale,TOT,MID,9.5,1.2%,0.3,1.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.2,0.0,11.0,1.3,0.3,0.0,0.0,0.1,1.0,121516.0,41611.0,0.0,0.0,1,0.0,0.33,0.33,0.0,0.29,0.29,1.85,1.85,0.0,1.85,1.85,1.65,1.65,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Rodon,TOT,DEF,5.0,0.0%,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,329.0,62.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Son,TOT,MID,9.5,55.8%,14.0,69.0,466.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,227.0,347.2,214.3,298.0,86.1,14.0,4.0,1.5,7.3,11.5,4006758.0,2106311.0,5.0,-5.0,6,8.0,3.06,3.06,1.73,5.23,1.96,0.58,0.58,0.33,0.9,0.9,0.99,0.37,5,6,3,2,1.0,16.0,8,11,12.17,11.4,7.81,5.53,5.88,9.9,16.88,33.0,27.0,10.66
Rodrigo,LEE,FWD,5.8,3.1%,5.0,18.0,320.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,62.4,82.0,175.0,32.0,5.0,0.0,0.9,3.1,3.0,114882.0,446586.0,-2.0,2.0,6,1.0,1.22,1.22,0.38,1.95,1.25,0.34,0.34,0.11,0.45,0.45,0.55,0.35,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Raphinha,LEE,MID,5.5,0.0%,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,5.0,10.0,1.5,1.0,0.0,0.2,0.4,1.0,4236.0,1474.0,0.0,0.0,2,0.0,0.1,0.1,0.0,0.54,0.54,0.78,0.78,0.0,0.78,0.78,4.08,4.08,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Meslier,LEE,GKP,4.5,3.9%,3.7,24.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,125.0,114.6,10.0,0.0,12.5,3.7,1.0,0.8,5.3,4.0,252134.0,85546.0,0.0,0.0,6,0.0,0.0,0.0,0.04,1.21,1.17,0.0,0.0,0.01,0.01,0.01,0.2,0.2,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Ayling,LEE,DEF,4.5,4.3%,3.0,17.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,105.0,157.4,89.0,55.0,30.2,3.0,0.0,0.7,3.8,2.8,191089.0,157872.0,0.0,0.0,6,0.0,0.51,0.51,0.8,3.12,2.16,0.09,0.09,0.13,0.22,0.22,0.52,0.36,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Dallas,LEE,DEF,4.5,5.7%,3.0,19.0,540.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,122.2,53.6,89.0,26.6,3.0,0.0,0.7,4.2,3.2,295228.0,197619.0,0.0,0.0,6,0.0,0.96,0.96,0.31,2.93,2.57,0.16,0.16,0.05,0.21,0.21,0.49,0.43,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Koch,LEE,DEF,4.5,0.8%,4.0,19.0,540.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,102.6,2.7,45.0,15.1,4.0,1.0,0.9,4.2,3.2,32085.0,23248.0,0.0,0.0,6,0.0,0.3,0.3,0.0,2.03,2.0,0.05,0.05,0.0,0.05,0.05,0.34,0.33,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Klich,LEE,MID,5.6,7.0%,3.0,30.0,516.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,124.0,174.8,145.3,93.0,41.4,3.0,0.0,0.5,5.4,5.0,677078.0,348897.0,1.0,-1.0,6,1.0,0.9,0.14,0.54,2.84,2.37,0.16,0.02,0.09,0.25,0.12,0.49,0.41,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Bamford,LEE,FWD,5.9,28.6%,6.7,49.0,490.0,6.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,177.0,226.8,51.9,311.0,59.0,6.7,1.0,1.1,8.3,8.2,2173444.0,686087.0,4.0,-4.0,6,6.0,2.58,2.58,0.35,3.63,1.04,0.47,0.47,0.06,0.53,0.53,0.66,0.19,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Costa,LEE,MID,5.7,9.5%,3.3,32.0,487.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,92.0,137.8,95.4,145.0,37.9,3.3,1.0,0.6,5.6,5.3,957748.0,418706.0,2.0,-2.0,6,2.0,0.41,0.41,0.42,1.5,0.94,0.07,0.07,0.08,0.15,0.15,0.27,0.17,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Phillips,LEE,MID,5.0,1.9%,1.0,12.0,450.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,85.0,118.4,147.8,8.0,27.4,1.0,0.0,0.2,2.4,2.4,154024.0,219380.0,0.0,0.0,5,0.0,0.05,0.05,0.68,1.02,0.8,0.01,0.01,0.14,0.15,0.15,0.2,0.16,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Harrison,LEE,MID,5.5,1.9%,1.7,21.0,441.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,119.0,172.3,104.0,39.6,1.7,0.0,0.3,3.8,4.2,251773.0,207984.0,0.0,0.0,5,1.0,0.34,0.34,1.58,2.82,1.04,0.07,0.07,0.32,0.39,0.39,0.57,0.21,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Cooper,LEE,DEF,4.4,0.7%,1.0,10.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,78.4,1.4,6.0,8.6,1.0,0.0,0.2,2.3,3.3,37685.0,49741.0,-1.0,1.0,3,0.0,0.12,0.12,0.0,1.57,1.57,0.04,0.04,0.0,0.04,0.04,0.52,0.52,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Struijk,LEE,DEF,4.0,2.4%,0.7,2.0,184.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,53.2,2.1,2.0,5.8,0.7,0.0,0.2,0.5,0.7,137669.0,99039.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.06,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Roberts,LEE,MID,4.9,0.1%,0.3,4.0,173.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.6,31.6,11.0,5.6,0.3,0.0,0.1,0.8,1.0,2695.0,4891.0,-1.0,1.0,4,0.0,0.06,0.06,0.59,1.09,0.53,0.03,0.03,0.31,0.34,0.34,0.57,0.28,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Alioski,LEE,DEF,4.4,0.4%,2.7,10.0,156.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,23.4,38.5,36.0,9.9,2.7,0.0,0.6,2.3,2.5,11241.0,30452.0,-1.0,1.0,4,0.0,0.42,0.42,0.34,1.03,0.36,0.24,0.24,0.2,0.44,0.44,0.59,0.21,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
Poveda-Ocampo,LEE,MID,4.4,0.5%,0.7,3.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.8,16.1,43.0,7.2,0.7,0.0,0.2,0.7,1.0,32109.0,24454.0,-1.0,1.0,3,0.0,0.55,0.55,0.09,0.66,0.03,0.59,0.59,0.09,0.69,0.69,0.72,0.03,6,6,3,1,2.0,12.0,9,10,9.22,8.45,9.78,7.49,0.96,6.82,11.1,48.0,53.0,8.46
