Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Bowen,WHU,MID,6.3,2.2%,4.0,31.0,502.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,127.2,57.9,164.0,35.0,4.0,1.0,0.6,4.9,5.2,152485.0,122205.0,-2.0,2.0,6,3.0,2.29,2.29,0.24,3.27,0.96,0.4,0.4,0.04,0.45,0.45,0.57,0.17,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Fornals,WHU,MID,6.4,0.4%,5.3,29.0,499.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,90.0,91.2,75.9,101.0,26.8,5.3,0.0,0.8,4.5,4.8,26800.0,14343.0,-1.0,1.0,6,1.0,1.87,1.87,0.89,3.8,1.09,0.33,0.33,0.16,0.49,0.49,0.68,0.19,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Antonio,WHU,FWD,6.3,3.9%,5.7,27.0,481.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,77.0,134.0,73.8,314.0,52.1,5.7,0.0,0.9,4.3,4.5,120996.0,545243.0,-2.0,2.0,6,3.0,2.96,2.96,0.34,3.65,0.6,0.54,0.54,0.06,0.61,0.61,0.67,0.11,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Masuaku,WHU,DEF,4.5,1.3%,2.7,21.0,448.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,98.0,85.0,97.9,37.0,22.0,2.7,1.0,0.6,4.7,4.2,99593.0,39782.0,0.0,0.0,5,0.0,0.12,0.12,1.69,2.57,1.24,0.02,0.02,0.34,0.36,0.36,0.51,0.25,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Balbuena,WHU,DEF,4.4,0.9%,4.7,20.0,360.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,100.6,3.5,25.0,12.9,4.7,0.0,1.1,4.5,5.0,65713.0,21075.0,-1.0,1.0,4,1.0,0.17,0.17,0.0,0.29,0.29,0.04,0.04,0.0,0.04,0.04,0.07,0.07,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Fredericks,WHU,DEF,4.4,0.3%,0.0,4.0,228.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,60.4,109.8,6.0,17.7,0.0,0.0,0.0,0.9,1.3,9055.0,34520.0,-1.0,1.0,3,0.0,0.0,0.0,1.1,0.54,0.14,0.0,0.0,0.43,0.43,0.43,0.21,0.05,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Diop,WHU,DEF,4.5,0.7%,0.0,2.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.4,1.2,0.0,4.3,0.0,0.0,0.0,0.4,1.0,8186.0,69478.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Yarmolenko,WHU,MID,5.7,0.1%,0.7,3.0,81.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.4,17.2,29.0,5.0,0.7,0.0,0.1,0.5,0.8,2629.0,12632.0,-3.0,3.0,4,0.0,0.11,0.11,0.03,0.17,0.05,0.13,0.13,0.04,0.16,0.16,0.2,0.06,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Noble,WHU,MID,4.8,0.7%,0.3,4.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,12.8,0.0,2.0,0.3,0.0,0.1,0.8,1.3,5470.0,102981.0,-2.0,2.0,3,0.0,0.0,0.0,0.01,0.23,0.23,0.0,0.0,0.02,0.02,0.02,0.29,0.29,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Haller,WHU,FWD,6.1,0.2%,0.7,9.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36.8,11.7,47.0,9.5,0.7,0.0,0.1,1.5,1.8,5384.0,31996.0,-4.0,4.0,5,1.0,0.27,0.27,0.13,0.18,0.05,0.55,0.55,0.27,0.81,0.81,0.36,0.1,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Johnson,WHU,DEF,4.0,2.2%,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8,1.3,0.0,0.5,0.0,0.0,0.0,0.2,1.0,56878.0,91986.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Lanzini,WHU,MID,6.4,0.1%,1.7,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,34.4,0.5,7.0,4.2,1.7,0.0,0.3,0.8,5.0,4816.0,3984.0,-1.0,1.0,1,1.0,0.01,0.01,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.0,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Snodgrass,WHU,MID,5.8,0.1%,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.1,0.2,1.0,785.0,6543.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Ryan,BHA,GKP,4.5,15.3%,1.0,11.0,540.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,73.0,50.0,0.3,0.0,5.0,1.0,0.0,0.2,2.4,1.8,334386.0,456032.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.13,0.13,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Webster,BHA,DEF,4.5,2.0%,1.0,11.0,540.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,76.6,33.8,74.0,18.4,1.0,0.0,0.2,2.4,1.8,36243.0,89365.0,0.0,0.0,6,0.0,0.23,0.23,0.07,1.63,1.55,0.04,0.04,0.01,0.05,0.05,0.27,0.26,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Maupay,BHA,FWD,6.6,6.4%,3.3,36.0,540.0,4.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,127.0,181.0,76.1,308.0,56.4,3.3,1.0,0.5,5.5,6.0,561161.0,264408.0,1.0,-1.0,6,2.0,4.35,2.83,0.56,3.83,0.89,0.73,0.47,0.09,0.82,0.57,0.64,0.15,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
White,BHA,DEF,4.5,1.4%,1.3,11.0,528.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,101.0,30.1,10.0,14.3,1.3,0.0,0.3,2.4,1.8,42090.0,62779.0,0.0,0.0,6,0.0,0.05,0.05,0.06,1.64,1.59,0.01,0.01,0.01,0.02,0.02,0.28,0.27,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Trossard,BHA,MID,6.0,2.2%,3.3,25.0,515.0,1.0,2.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,82.6,139.3,113.0,33.3,3.3,0.0,0.6,4.2,4.2,229818.0,120566.0,0.0,0.0,6,1.0,1.28,1.28,1.59,2.65,1.1,0.22,0.22,0.28,0.5,0.5,0.46,0.19,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
March,BHA,MID,5.0,1.2%,3.7,24.0,506.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,103.0,121.4,140.9,108.0,37.1,3.7,0.0,0.7,4.8,4.0,120693.0,47927.0,0.0,0.0,6,1.0,1.02,1.02,0.77,2.65,0.97,0.18,0.18,0.13,0.31,0.31,0.46,0.17,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Lamptey,BHA,DEF,4.7,11.3%,1.0,14.0,462.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,83.6,95.1,73.0,25.2,1.0,0.0,0.2,3.0,2.3,867532.0,266972.0,2.0,-2.0,6,0.0,0.19,0.19,0.55,2.85,2.61,0.04,0.04,0.11,0.14,0.14,0.54,0.5,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Dunk,BHA,DEF,4.9,3.8%,-0.3,5.0,450.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,62.0,59.2,17.3,38.0,11.5,-0.3,0.0,-0.1,1.0,1.0,59505.0,363625.0,-1.0,1.0,5,0.0,0.64,0.64,0.01,1.38,1.38,0.13,0.13,0.0,0.13,0.13,0.28,0.28,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Bissouma,BHA,MID,4.5,3.8%,4.0,14.0,448.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,63.0,66.6,33.9,54.0,15.2,4.0,0.0,0.9,3.1,2.8,188316.0,215732.0,0.0,0.0,5,1.0,0.22,0.22,0.02,1.25,1.1,0.04,0.04,0.0,0.05,0.05,0.25,0.22,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Alzate,BHA,MID,4.5,1.1%,0.7,9.0,350.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,48.0,89.8,23.0,16.1,0.7,0.0,0.2,2.0,1.8,111583.0,70301.0,0.0,0.0,5,0.0,0.16,0.16,0.8,2.16,1.76,0.04,0.04,0.2,0.24,0.24,0.54,0.44,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Lallana,BHA,MID,6.3,0.5%,2.0,10.0,290.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,27.6,71.2,33.0,13.1,2.0,0.0,0.3,1.6,1.7,7911.0,62298.0,-2.0,2.0,6,0.0,0.09,0.09,0.53,1.68,1.13,0.03,0.03,0.16,0.19,0.19,0.52,0.35,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Connolly,BHA,FWD,5.5,0.6%,2.0,17.0,284.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,56.2,34.3,69.0,15.9,2.0,0.0,0.4,3.1,3.4,58773.0,58340.0,0.0,0.0,5,1.0,0.59,0.59,0.11,0.69,0.03,0.18,0.18,0.03,0.21,0.21,0.21,0.01,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Burn,BHA,DEF,4.4,0.4%,1.3,5.0,203.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.8,6.3,14.0,4.6,1.3,0.0,0.3,1.1,1.7,5163.0,28823.0,-1.0,1.0,3,0.0,0.09,0.09,0.0,0.43,0.43,0.04,0.04,0.0,0.04,0.04,0.19,0.19,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Veltman,BHA,DEF,4.3,0.2%,0.7,2.0,135.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.2,5.0,4.0,4.4,0.7,0.0,0.2,0.5,1.0,4527.0,16997.0,-2.0,2.0,2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.03,0.03,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Groß,BHA,MID,5.8,0.1%,1.0,5.0,72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.8,48.3,10.0,7.9,1.0,0.0,0.2,0.9,1.0,1451.0,7955.0,-2.0,2.0,5,0.0,0.04,0.04,0.06,0.31,0.27,0.06,0.06,0.09,0.15,0.15,0.45,0.39,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Mac Allister,BHA,MID,5.3,0.1%,3.3,10.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,42.4,1.4,7.0,5.1,3.3,0.0,0.6,1.9,5.0,1691.0,3035.0,-2.0,2.0,2,1.0,0.05,0.05,0.0,0.05,0.0,0.16,0.16,0.0,0.16,0.16,0.16,0.0,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Jahanbakhsh,BHA,MID,5.4,0.0%,0.0,5.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,30.6,41.5,28.0,10.0,0.0,0.0,0.0,0.9,1.7,1081.0,3100.0,-1.0,1.0,3,0.0,0.15,0.15,0.82,1.1,0.7,0.65,0.65,3.53,4.18,4.18,4.71,3.0,16,6,1,2,3.0,10.0,12,5,9.1,7.58,6.76,4.48,3.1,8.66,11.85,34.0,30.0,9.96
Guaita,CRY,GKP,5.0,4.5%,0.7,17.0,540.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,89.0,121.0,0.0,0.0,12.1,0.7,1.0,0.1,3.4,2.8,290256.0,185430.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.12,0.12,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Mitchell,CRY,DEF,4.2,26.5%,1.0,15.0,540.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,90.2,12.8,19.0,12.2,1.0,0.0,0.2,3.6,2.5,1245203.0,366432.0,2.0,-2.0,6,0.0,0.11,0.11,0.0,1.45,1.34,0.02,0.02,0.0,0.02,0.02,0.24,0.22,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Kouyaté,CRY,MID,5.0,0.7%,2.0,20.0,540.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,134.2,11.0,65.0,21.1,2.0,0.0,0.4,4.0,3.3,57058.0,33188.0,0.0,0.0,6,1.0,0.59,0.59,0.02,0.7,0.68,0.1,0.1,0.0,0.1,0.1,0.12,0.11,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Townsend,CRY,MID,6.1,3.2%,2.0,28.0,540.0,1.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0,150.2,159.7,44.0,35.4,2.0,0.0,0.3,4.6,4.7,334702.0,194321.0,1.0,-1.0,6,1.0,0.51,0.51,1.57,2.6,1.18,0.08,0.08,0.26,0.35,0.35,0.43,0.2,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Zaha,CRY,MID,7.3,23.9%,8.0,48.0,540.0,5.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,126.0,211.8,108.2,282.0,60.3,8.0,2.0,1.1,6.6,8.0,1721911.0,794502.0,3.0,-3.0,6,3.0,4.06,2.54,1.67,4.52,0.66,0.68,0.42,0.28,0.95,0.7,0.75,0.11,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Ward,CRY,DEF,4.5,1.6%,0.7,9.0,450.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.0,66.8,15.7,4.0,8.7,0.7,0.0,0.2,2.0,1.8,56237.0,77648.0,0.0,0.0,5,0.0,0.0,0.0,0.01,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.11,0.11,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
McArthur,CRY,MID,5.4,0.1%,1.0,9.0,428.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,76.8,45.6,13.0,13.6,1.0,0.0,0.2,1.7,1.8,3359.0,9956.0,-1.0,1.0,5,0.0,0.09,0.09,0.56,0.71,0.12,0.02,0.02,0.12,0.14,0.14,0.15,0.03,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Ayew,CRY,FWD,5.7,2.0%,0.7,11.0,341.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,6.1,70.0,10.3,0.7,0.0,0.1,1.9,2.8,73289.0,377444.0,-3.0,3.0,4,0.0,0.35,0.35,0.0,0.31,0.0,0.09,0.09,0.0,0.09,0.09,0.08,0.0,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
McCarthy,CRY,MID,4.5,1.7%,0.7,8.0,316.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,47.4,24.6,8.0,8.0,0.7,0.0,0.2,1.8,2.0,104728.0,159985.0,0.0,0.0,4,0.0,0.01,0.01,0.02,0.86,0.86,0.0,0.0,0.0,0.01,0.01,0.24,0.24,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Schlupp,CRY,MID,5.5,0.1%,2.0,15.0,316.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,62.6,49.3,41.0,15.3,2.0,0.0,0.4,2.7,3.8,8377.0,10848.0,0.0,0.0,4,0.0,0.16,0.16,0.55,1.65,1.18,0.05,0.05,0.15,0.2,0.2,0.45,0.32,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Sakho,CRY,DEF,4.5,0.3%,0.3,4.0,275.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,36.6,1.6,6.0,4.5,0.3,0.0,0.1,0.9,1.0,20711.0,12237.0,0.0,0.0,4,0.0,0.02,0.02,0.0,0.51,0.51,0.01,0.01,0.0,0.01,0.01,0.17,0.17,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Eze,CRY,MID,5.8,0.4%,1.0,7.0,202.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.4,39.3,79.0,14.6,1.0,0.0,0.2,1.2,1.4,16093.0,34005.0,-2.0,2.0,5,0.0,0.87,0.87,0.08,0.9,0.02,0.39,0.39,0.04,0.43,0.43,0.4,0.01,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Batshuayi,CRY,FWD,5.8,0.8%,3.3,12.0,196.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,37.2,13.2,69.0,11.8,3.3,0.0,0.6,2.1,3.0,32939.0,126079.0,-2.0,2.0,4,0.0,0.26,0.26,0.75,1.05,0.8,0.12,0.12,0.35,0.48,0.48,0.5,0.38,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Riedewald,CRY,MID,4.4,0.7%,4.0,13.0,194.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,62.8,15.5,17.0,9.6,4.0,1.0,0.9,3.0,3.2,53483.0,24201.0,-1.0,1.0,4,1.0,0.34,0.34,0.11,0.62,0.17,0.16,0.16,0.05,0.21,0.21,0.29,0.08,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Dann,CRY,DEF,4.5,0.7%,0.7,9.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,34.2,0.7,8.0,4.3,0.7,0.0,0.2,2.0,4.5,45540.0,57547.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.02,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Milivojevic,CRY,MID,5.7,0.4%,1.3,6.0,138.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.2,45.9,1.0,7.3,1.3,0.0,0.2,1.1,1.2,5743.0,45207.0,-3.0,3.0,5,0.0,0.07,0.07,0.16,0.37,0.37,0.05,0.05,0.11,0.16,0.16,0.25,0.25,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Cahill,CRY,DEF,4.5,0.1%,0.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,2.6,0.7,0.0,0.2,0.4,2.0,3628.0,5079.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Clyne,CRY,DEF,4.5,0.1%,3.0,6.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.2,0.4,0.0,0.5,3.0,0.0,0.7,1.3,6.0,4495.0,941.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.15,0.15,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
van Aanholt,CRY,DEF,5.4,0.2%,0.3,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,0.7,7.0,1.2,0.3,0.0,0.1,0.2,1.0,16302.0,8534.0,-1.0,1.0,1,0.0,0.04,0.04,0.0,0.04,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.0,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Benteke,CRY,FWD,5.5,0.2%,0.3,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,6.0,1.0,0.3,0.0,0.1,0.4,1.0,16544.0,22697.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,3,1,2.0,8.0,9,10,7.43,5.91,9.29,7.01,-1.1,16.44,5.18,21.0,46.0,7.37
Schmeichel,LEI,GKP,5.5,11.9%,5.0,25.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,110.0,150.8,0.0,0.0,15.1,5.0,1.0,0.9,4.5,4.2,200386.0,340572.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.12,0.12,4,6,4,0,2.0,13.0,8,12,8.67,4.87,6.97,6.97,-2.1,12.69,13.58,28.0,32.0,9.06
Justin,LEI,DEF,4.8,21.6%,3.0,26.0,540.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,110.0,119.4,50.2,37.0,20.7,3.0,0.0,0.6,5.4,4.3,1156667.0,486765.0,3.0,-3.0,6,1.0,0.15,0.15,0.17,1.65,1.48,0.03,0.03,0.03,0.05,0.05,0.27,0.25,4,6,4,0,2.0,13.0,8,12,8.67,4.87,6.97,6.97,-2.1,12.69,13.58,28.0,32.0,9.06
Castagne,LEI,DEF,5.8,21.2%,2.7,35.0,540.0,1.0,3.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,136.0,145.0,78.1,86.0,31.0,2.7,2.0,0.5,6.0,5.8,1529500.0,367277.0,3.0,-3.0,6,1.0,0.64,0.64,0.74,1.88,1.21,0.11,0.11,0.12,0.23,0.23,0.31,0.2,4,6,4,0,2.0,13.0,8,12,8.67,4.87,6.97,6.97,-2.1,12.69,13.58,28.0,32.0,9.06
Tielemans,LEI,MID,6.4,1.7%,1.7,16.0,540.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,91.0,122.6,71.3,49.0,24.3,1.7,0.0,0.3,2.5,2.7,64934.0,104706.0,-1.0,1.0,6,0.0,0.91,0.15,0.08,1.77,1.69,0.15,0.03,0.01,0.16,0.04,0.29,0.28,4,6,4,0,2.0,13.0,8,12,8.67,4.87,6.97,6.97,-2.1,12.69,13.58,28.0,32.0,9.06
