Player,Season,Gameweek,Opponent,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Stephens,21,8,NEW,SOU,4.8,DEF,0.2,1.8,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,53.4,26.8,21.0,10.2,1.8,0.0,0.4,1.7,2.0,733.0,924.0,-2.0,2.0,4,0.0,0.0,0.0,0.16,0.21000000000000008,0.12,0.03,0.03,0.05,0.07,0.07,0.16,0.14,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Redmond,21,8,NEW,SOU,6.4,MID,0.2,1.5,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.6,43.2,51.0,11.8,1.5,0.0,0.2,1.4,1.8,930.0,1354.0,-1.0,1.0,5,0.0,0.0,0.0,0.04000000000000001,0.030000000000000027,0.0,0.11,0.11,0.04,0.15,0.15,0.25,0.1,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Djenepo,21,8,NEW,SOU,5.4,MID,0.1,0.8,3.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,53.8,19.2,72.0,14.3,0.8,0.0,0.1,3.1,3.4,325.0,310.0,-1.0,1.0,5,0.0,0.09,0.09,0.12,0.2100000000000002,0.0,0.07,0.07,0.03,0.11,0.11,0.4,0.3,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Walcott,21,8,NEW,SOU,5.8,MID,0.3,4.0,6.0,87.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.6,72.1,55.0,17.9,4.0,0.0,0.7,2.9,4.2,6305.0,1243.0,-2.0,2.0,4,0.0,0.23000000000000004,0.23000000000000004,0.11000000000000001,0.39,0.05,0.11,0.11,0.11,0.22,0.22,0.25,0.04,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Smallbone,21,8,NEW,SOU,4.5,MID,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,58.0,2270.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Tella,21,8,NEW,SOU,4.4,MID,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,3.0,0.7,0.2,0.0,0.0,0.7,1.0,6109.0,2997.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.45,0.4,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Long,21,8,NEW,SOU,5.2,FWD,0.7,0.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,0.9,6.0,0.8,0.8,0.0,0.2,1.2,1.0,2816.0,3589.0,-3.0,3.0,6,0.0,0.0,0.0,0.0,0.04,0.04,0.18,0.18,0.0,0.18,0.18,0.16,0.16,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Diallo,21,8,NEW,SOU,4.5,MID,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,11.8,4.0,2.0,0.5,0.0,0.1,0.4,0.7,129.0,242.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.38,0.14,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Obafemi,21,8,NEW,SOU,4.7,FWD,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.0,1539.0,5934.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
N'Lundulu,21,8,NEW,SOU,4.5,FWD,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,1.0,871.0,790.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.9900000000000002,0.9900000000000002,0.16999999999999993,0.16999999999999993,0.81,-0.6199999999999992,0.5800000000000001,4.0,0.0,2.0999999999999996
Gabriel,21,8,AVL,ARS,5.1,DEF,11.6,3.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,182.6,7.0,85.0,27.5,3.0,0.0,0.6,6.1,4.4,30773.0,24444.0,1.0,-1.0,7,0.0,0.0,0.0,0.0,0.24,0.24,0.11,0.11,0.0,0.11,0.11,0.23,0.23,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Willian,21,8,AVL,ARS,7.8,MID,5.0,1.8,2.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,59.4,133.7,58.0,25.2,1.8,0.0,0.2,3.5,3.9,10613.0,33858.0,-2.0,2.0,7,0.0,0.14,0.14,0.020000000000000018,0.17999999999999972,0.040000000000000036,0.17,0.17,0.19,0.36,0.36,0.43,0.2,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
David Luiz,21,8,AVL,ARS,5.5,DEF,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6,9.8,21.0,9.7,0.8,0.0,0.1,1.3,1.4,2963.0,3300.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.21,0.21,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Leno,21,8,AVL,ARS,5.0,GKP,9.2,3.5,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,171.2,0.0,0.0,17.1,3.5,0.0,0.7,5.6,3.5,26324.0,19335.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Bellerín,21,8,AVL,ARS,5.1,DEF,8.2,4.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,126.6,91.4,49.0,26.8,4.0,0.0,0.8,6.7,4.2,128654.0,15967.0,1.0,-1.0,8,0.0,0.03,0.03,0.0,0.06000000000000005,0.06999999999999984,0.01,0.01,0.08,0.09,0.09,0.28,0.26,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Aubameyang,21,8,AVL,ARS,11.7,MID,13.3,3.5,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,133.4,147.8,151.0,43.2,3.5,0.0,0.3,2.6,3.8,39430.0,63636.0,-3.0,3.0,8,0.0,0.0,0.0,0.18000000000000016,0.16999999999999993,0.0,0.17,0.07,0.17,0.33,0.24,0.34,0.11,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Tierney,21,8,AVL,ARS,5.4,DEF,5.3,2.8,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,111.6,97.8,31.0,24.1,2.8,0.0,0.5,3.7,2.9,11422.0,12060.0,-1.0,1.0,7,0.0,0.03,0.03,0.26,0.34999999999999987,0.10999999999999988,0.01,0.01,0.08,0.08,0.08,0.27,0.21,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Saka,21,8,AVL,ARS,5.3,MID,2.9,2.0,0.0,90.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.4,65.3,190.0,34.6,2.0,0.0,0.4,3.4,3.0,18575.0,16110.0,-2.0,2.0,6,0.0,0.0,0.0,0.0,0.22999999999999998,0.24,0.23,0.23,0.04,0.27,0.27,0.47,0.25,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Lacazette,21,8,AVL,ARS,8.4,FWD,3.4,1.5,2.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,73.8,186.0,38.3,1.5,0.0,0.2,3.2,3.9,15977.0,19886.0,-1.0,1.0,7,0.0,0.2400000000000002,0.2400000000000002,0.0,0.23999999999999977,0.0,0.49,0.49,0.06,0.55,0.55,0.58,0.06,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Holding,21,8,AVL,ARS,4.4,DEF,1.3,1.5,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,96.8,3.6,4.0,10.4,1.5,0.0,0.3,3.4,3.0,8273.0,3293.0,-1.0,1.0,5,0.0,0.11,0.11,0.0,0.24,0.24,0.02,0.02,0.0,0.02,0.02,0.19,0.19,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Elneny,21,8,AVL,ARS,4.4,MID,1.7,1.2,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,59.4,38.8,24.0,12.2,1.2,0.0,0.3,2.7,2.4,19543.0,8472.0,-1.0,1.0,5,0.0,0.04999999999999999,0.04999999999999999,0.05,0.15999999999999992,0.06999999999999984,0.04,0.04,0.02,0.06,0.06,0.39,0.33,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Ceballos,21,8,AVL,ARS,4.9,MID,1.3,1.2,1.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,119.8,142.3,25.0,28.8,1.2,0.0,0.2,3.5,2.4,1394.0,11741.0,-1.0,1.0,7,0.0,0.03,0.03,0.0,0.0,0.0,0.03,0.03,0.26,0.29,0.29,0.47,0.42,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Xhaka,21,8,AVL,ARS,5.3,MID,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,33.8,29.0,11.4,0.8,0.0,0.2,1.9,1.7,274.0,2970.0,-2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.02,0.08,0.08,0.64,0.63,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Partey,21,8,AVL,ARS,5.0,MID,1.2,1.5,1.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.8,20.2,27.0,9.0,1.5,0.0,0.3,1.2,1.5,22278.0,8552.0,0.0,0.0,4,0.0,0.58,0.58,0.0,0.8999999999999999,0.31,0.23,0.23,0.01,0.24,0.24,0.44,0.2,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Maitland-Niles,21,8,AVL,ARS,4.8,DEF,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,4.3,7.0,3.2,0.2,0.0,0.0,1.9,2.2,619.0,6358.0,-2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.3,0.28,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Nketiah,21,8,AVL,ARS,5.6,FWD,0.7,1.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,25.4,66.0,13.7,1.0,0.0,0.2,2.7,1.9,1824.0,4089.0,-4.0,4.0,8,0.0,0.10999999999999999,0.10999999999999999,0.1,0.19999999999999996,0.0,0.48,0.48,0.06,0.55,0.55,0.58,0.03,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Kolasinac,21,8,AVL,ARS,4.8,DEF,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.4,4.0,1.3,0.0,0.0,0.0,0.4,2.0,180.0,763.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Mustafi,21,8,AVL,ARS,5.0,DEF,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.0,0.0,1.3,0.5,0.0,0.1,0.4,1.0,288.0,155.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Pépé,21,8,AVL,ARS,7.7,MID,0.8,1.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.2,22.5,82.0,14.6,1.0,0.0,0.1,1.7,1.9,1227.0,4383.0,-3.0,3.0,7,0.0,0.08999999999999997,0.08999999999999997,0.0,0.08999999999999997,0.0,0.18,0.18,0.03,0.21,0.21,0.29,0.15,11,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.3900000000000006,1.3899999999999988,1.9899999999999993,1.9899999999999993,-0.6000000000000001,-0.6099999999999994,-0.5700000000000003,6.0,16.0,0.9399999999999995
Allan,21,8,MUN,EVE,5.4,MID,1.0,1.2,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,120.0,49.7,8.0,17.8,1.2,0.0,0.2,2.2,1.7,1971.0,5009.0,-1.0,1.0,7,0.0,0.0,0.0,0.0,0.10000000000000009,0.10000000000000009,0.0,0.0,0.01,0.01,0.01,0.36,0.35,7,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.3699999999999992,0.3699999999999992,1.6000000000000014,1.5999999999999996,-1.2200000000000002,0.21000000000000085,-0.40000000000000036,9.0,7.0,0.41999999999999993
Richarlison,21,8,MUN,EVE,7.8,FWD,3.8,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6,52.2,193.0,35.1,-0.2,0.0,0.0,2.8,4.4,7879.0,16585.0,-2.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.45,0.25,0.88,0.7,0.82,0.21,7,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.3699999999999992,0.3699999999999992,1.6000000000000014,1.5999999999999996,-1.2200000000000002,0.21000000000000085,-0.40000000000000036,9.0,7.0,0.41999999999999993
