Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Odoi,FUL,4.3,DEF,0.10%,0.0,1,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8,6.4,0.0,0,0.0,0.2,0.3,5791,6399,-2,2
Albrighton,LEI,5.3,MID,0.10%,1.2,8,260,0,0,0,4,0,0,0,0,0,0,0,41,53.6,62.1,8,12.3,1.2,0,0.2,1.5,1.3,3668,11761,-2,2
Milner,LIV,5.3,MID,0.30%,5.0,20,257,0,2,2,1,0,0,0,0,0,0,2,83,75.4,97.7,24,19.7,5.0,1,0.9,3.8,2.5,15404,14798,-2,2
Winks,TOT,5.2,MID,0.10%,0.0,5,256,0,0,0,7,0,0,0,1,0,0,0,36,35.0,20.4,0,5.5,0.0,0,0.0,1.0,1.2,3506,10898,-3,3
Ait Nouri,WOL,5.0,DEF,0.40%,1.3,19,255,1,0,1,2,0,0,0,0,0,0,3,62,64.2,51.4,41,15.7,1.3,1,0.3,3.8,6.3,37748,14432,0,0
Struijk,LEE,4.0,DEF,2.20%,0.0,2,254,0,0,0,9,0,0,0,1,0,0,0,42,56.6,15.5,8,8.1,0.0,0,0.0,0.5,0.5,171732,144859,0,0
Gudmundsson,BUR,5.4,MID,0.00%,1.0,9,239,0,0,2,2,0,0,0,0,0,0,0,26,14.4,32.0,24,7.1,1.0,0,0.2,1.7,2.2,10171,14082,-1,1
Hector,FUL,4.3,DEF,0.20%,0.0,0,237,0,0,0,10,0,0,0,1,0,0,0,33,38.8,11.3,18,6.7,0.0,0,0.0,0.0,0.0,4523,17637,-2,2
Raphinha,LEE,5.4,MID,0.20%,3.2,15,234,1,0,2,1,0,0,0,0,0,0,1,49,53.2,51.5,77,18.1,3.2,0,0.6,2.8,3.0,17547,4029,-1,1
Lo Celso,TOT,6.9,MID,0.40%,2.2,13,234,1,0,1,1,0,0,0,1,0,0,0,38,67.4,88.5,94,25.0,2.2,0,0.3,1.9,1.9,7224,35109,-1,1
Lemina,FUL,4.5,MID,0.40%,1.0,8,233,0,0,0,7,0,0,0,0,0,0,0,32,42.4,30.6,12,8.6,1.0,0,0.2,1.8,1.3,9932,65902,0,0
Partey,ARS,5.0,MID,0.60%,1.0,6,232,0,0,1,2,0,0,0,1,0,0,0,42,42.8,20.2,27,9.0,1.0,0,0.2,1.2,1.5,104491,71361,0,0
Jones,LIV,4.4,MID,0.60%,1.3,8,228,0,0,1,5,0,0,0,0,0,0,0,29,31.2,50.6,30,11.2,1.3,0,0.3,1.8,1.6,46630,44218,-1,1
Fredericks,WHU,4.3,DEF,0.20%,0.0,4,228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6,17.7,0.0,0,0.0,0.9,1.3,10316,40107,-2,2
Hourihane,AVL,6.0,MID,0.10%,0.8,20,225,1,1,2,2,0,0,0,0,0,0,3,70,65.4,82.9,33,18.2,0.8,1,0.1,3.3,5.0,22791,22275,0,0
Alonso,CHE,5.7,DEF,1.60%,0.0,2,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20,8.5,0.0,0,0.0,0.4,0.7,38023,177547,-3,3
Marçal,WOL,4.8,DEF,0.10%,1.0,11,224,0,0,1,2,0,0,0,1,0,0,0,51,46.2,20.8,10,7.8,1.0,0,0.2,2.3,1.8,22992,35836,-2,2
Milivojevic,CRY,5.6,MID,0.20%,0.0,5,223,0,0,0,6,0,0,0,0,1,0,0,32,30.8,49.5,2,8.1,0.0,0,0.0,0.9,0.8,6178,55558,-4,4
Roberts,LEE,4.8,MID,0.10%,0.5,6,215,0,0,0,6,0,0,0,0,0,0,0,21,14.6,33.3,23,7.1,0.5,0,0.1,1.2,1.0,3452,6488,-2,2
Kamara,FUL,4.8,MID,0.00%,0.0,2,214,0,0,0,8,0,0,0,1,1,0,0,-4,10.8,43.3,32,8.0,0.0,0,0.0,0.4,0.4,4297,10484,-2,2
Diop,WHU,4.4,DEF,0.60%,0.0,2,207,0,0,0,4,0,0,0,1,0,0,0,25,45.2,1.6,0,4.7,0.0,0,0.0,0.5,0.7,10045,81271,-1,1
Stephens,BUR,4.3,MID,5.70%,0.0,5,202,0,0,0,4,0,0,0,0,0,0,0,27,23.8,7.3,21,5.3,0.0,0,0.0,1.2,1.7,231355,714194,-2,2
Garcia,MCI,4.8,DEF,0.20%,0.3,3,200,0,0,0,6,0,0,0,0,0,0,0,35,37.0,22.7,1,6.0,0.3,0,0.1,0.6,1.0,9263,18957,-2,2
Fernandinho,MCI,5.4,DEF,0.70%,0.3,6,199,0,0,0,2,0,0,0,0,0,0,0,32,34.4,14.5,34,8.3,0.3,0,0.1,1.1,1.2,39755,88718,-1,1
Pulisic,CHE,8.2,MID,1.70%,0.3,7,189,0,0,1,2,0,0,0,0,0,0,0,23,26.6,14.9,76,11.8,0.3,0,0.0,0.9,1.8,262175,863152,-3,3
Maitland-Niles,ARS,4.7,DEF,1.00%,0.5,10,188,0,0,1,3,0,0,0,0,0,0,0,38,20.4,4.3,7,3.2,0.5,0,0.1,2.1,2.0,47683,126695,-3,3
Lamela,TOT,5.8,MID,0.10%,0.5,8,187,0,1,0,4,0,0,0,1,0,0,0,30,23.8,33.3,95,14.9,0.5,0,0.1,1.4,1.6,9669,18869,-2,2
Fraser,NEW,5.6,MID,0.20%,1.0,13,185,0,2,1,5,0,0,0,0,0,0,0,34,10.2,8.8,11,3.0,1.0,0,0.2,2.3,2.6,13266,71417,-4,4
Brady,BUR,5.0,MID,0.00%,1.3,7,183,0,0,1,1,0,0,0,0,0,0,0,27,23.8,5.8,23,5.3,1.3,0,0.3,1.4,1.4,1255,4229,0,0
Delph,EVE,4.9,MID,0.00%,0.8,5,183,0,0,0,4,0,0,0,0,0,0,0,34,25.8,18.3,1,4.5,0.8,0,0.2,1.0,1.2,2003,3772,-1,1
Dunne,BUR,4.0,DEF,6.20%,0.0,8,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38,12.6,0.0,0,0.0,2.0,4.0,744343,386405,0,0
Cahill,CRY,4.5,DEF,0.10%,0.3,3,180,0,0,0,3,0,0,0,0,0,0,0,25,36.0,0.8,2,3.9,0.3,0,0.1,0.7,1.5,7131,7082,0,0
Thomas,LEI,4.3,DEF,0.20%,0.5,2,180,0,0,0,3,0,0,0,1,0,0,0,12,23.2,2.1,11,3.5,0.5,0,0.1,0.5,0.7,6954,24385,-2,2
Ndidi,LEI,4.8,MID,0.60%,0.0,5,180,0,0,1,2,0,0,0,0,0,0,0,29,47.8,1.5,0,4.9,0.0,0,0.0,1.0,2.5,18190,132469,-2,2
Adrián,LIV,4.4,GKP,0.40%,0.0,2,180,0,0,0,9,0,0,0,0,0,7,0,28,42.2,0.0,0,4.2,0.0,0,0.0,0.5,1.0,44694,43630,-1,1
Phillips,LIV,4.0,DEF,0.80%,0.7,4,180,0,0,0,2,0,0,0,0,0,0,0,30,46.2,12.4,2,6.1,0.7,0,0.2,1.0,2.0,74188,19994,0,0
Stones,MCI,4.8,DEF,0.40%,2.0,8,180,0,0,1,1,0,0,0,0,0,0,0,44,49.8,12.2,8,7.1,2.0,0,0.4,1.7,4.0,23811,35330,-2,2
Clark,NEW,4.5,DEF,0.00%,1.8,7,180,0,0,1,2,0,0,0,0,0,0,0,34,29.6,1.2,0,3.1,1.8,0,0.4,1.6,3.5,1563,3627,0,0
Krafth,NEW,4.3,DEF,0.10%,0.0,4,180,0,1,0,5,0,0,0,1,0,0,0,30,40.2,26.9,2,6.9,0.0,0,0.0,0.9,2.0,1657,4735,-2,2
OConnell,SHU,4.8,DEF,0.20%,0.0,3,180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0,4.3,0.0,0,0.0,0.6,1.5,3421,42884,-2,2
Carroll,NEW,5.2,FWD,0.30%,0.8,11,178,0,1,1,4,0,0,0,0,0,0,0,26,18.8,16.9,90,12.5,0.8,0,0.2,2.1,1.6,44618,64017,-3,3
James,MUN,6.2,MID,0.20%,0.0,3,177,0,0,0,2,0,0,0,1,0,0,0,18,13.2,42.4,86,14.2,0.0,0,0.0,0.5,1.0,7757,23446,-3,3
van de Beek,MUN,6.7,MID,1.80%,1.0,13,176,1,0,0,6,0,0,0,0,0,0,0,49,60.2,26.0,49,13.5,1.0,0,0.1,1.9,1.9,157259,299089,-3,3
Bernard,EVE,5.8,MID,0.10%,2.5,10,173,1,0,0,4,0,0,0,1,0,0,1,39,67.6,72.3,24,16.4,2.5,0,0.4,1.7,2.5,7891,13310,-2,2
Telles,MUN,5.5,DEF,1.70%,1.8,7,173,0,0,1,2,0,0,0,0,0,0,0,39,39.4,39.8,5,8.4,1.8,0,0.3,1.3,3.5,196744,86108,0,0
Vinagre,WOL,4.1,DEF,1.10%,0.0,1,172,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0,5.7,0.0,0,0.0,0.2,0.5,56542,615570,-4,4
Holgate,EVE,4.8,DEF,0.10%,0.5,2,171,0,0,0,4,0,0,0,1,0,0,0,32,42.4,1.0,19,6.2,0.5,0,0.1,0.4,1.0,2607,6873,-2,2
Pieters,BUR,4.3,DEF,0.30%,0.7,6,169,0,0,1,4,1,0,0,0,0,0,0,28,13.8,13.6,17,4.4,0.7,0,0.2,1.4,1.5,18594,83463,-2,2
Hudson-Odoi,CHE,5.7,MID,0.30%,0.3,12,168,1,0,1,0,0,0,0,0,0,0,0,50,49.6,72.6,65,18.7,0.3,0,0.1,2.1,2.4,22861,42899,-3,3
Davies,EVE,5.3,MID,0.10%,1.0,8,168,0,0,1,2,0,0,0,0,0,0,0,39,42.4,22.5,0,6.5,1.0,0,0.2,1.5,1.6,2959,8088,-2,2
Traoré,AVL,5.9,MID,0.00%,1.8,11,155,0,1,0,5,0,0,0,0,0,0,0,37,31.4,42.4,71,14.5,1.8,0,0.3,1.9,1.6,6907,5939,-1,1
Hernández,LEE,5.7,MID,0.30%,0.5,6,153,0,0,0,5,0,0,0,0,0,0,0,16,12.4,26.6,39,7.9,0.5,0,0.1,1.1,1.5,16127,119507,-3,3
Poveda-Ocampo,LEE,4.4,MID,0.40%,0.8,6,148,0,0,0,2,0,0,0,0,0,0,0,23,26.8,43.3,70,14.1,0.8,0,0.2,1.4,1.0,38205,35496,-1,1
Minamino,LIV,6.0,MID,0.10%,1.0,7,148,0,0,0,4,0,0,0,0,0,0,0,21,13.6,6.4,54,7.3,1.0,0,0.2,1.2,1.2,3942,30542,-5,5
Willock,ARS,4.8,MID,0.10%,0.8,3,146,0,0,0,2,0,0,0,0,0,0,0,13,11.6,6.5,30,4.8,0.8,0,0.2,0.6,1.5,3005,7303,-2,2
Nketiah,ARS,5.6,FWD,0.60%,0.5,15,145,1,0,0,3,0,0,0,0,0,0,3,51,48.0,25.4,66,13.7,0.5,0,0.1,2.7,1.9,33801,124860,-4,4
Amartey,LEI,3.9,DEF,0.80%,0.0,0,144,0,0,0,4,0,0,0,1,0,0,0,19,22.4,1.8,0,2.4,0.0,0,0.0,0.0,0.0,40959,90690,-1,1
Ünder,LEI,5.9,MID,0.10%,1.5,11,142,0,2,0,2,0,0,0,0,0,0,0,48,58.2,66.8,28,15.3,1.5,0,0.3,1.9,2.2,12633,8386,-1,1
Vydra,BUR,4.9,FWD,0.60%,0.7,7,139,0,0,0,2,0,0,0,0,0,0,0,20,9.6,27.5,69,10.6,0.7,0,0.1,1.4,1.2,67317,80838,-1,1
Robson-Kanu,WBA,5.2,FWD,0.10%,0.5,5,137,0,0,0,5,0,0,0,0,0,0,0,6,11.4,11.6,25,4.8,0.5,0,0.1,1.0,1.0,7310,29299,-3,3
Thiago,LIV,5.8,MID,1.00%,0.0,3,135,0,0,0,2,0,0,0,0,0,0,0,22,20.2,44.6,12,7.7,0.0,0,0.0,0.5,1.5,303710,303947,-2,2
Gibbs,WBA,4.3,DEF,0.20%,0.0,-3,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2,2.3,0.0,0,0.0,-0.7,-1.5,5222,44094,-2,2
Onomah,FUL,4.7,MID,0.00%,0.0,3,131,0,0,0,7,0,0,0,0,0,0,0,7,12.0,7.4,2,2.1,0.0,0,0.0,0.6,1.5,2077,12831,-3,3
Sharp,SHU,5.6,FWD,0.10%,0.0,11,129,1,0,0,3,0,0,0,0,0,0,2,25,36.6,4.9,61,10.3,0.0,0,0.0,2.0,2.8,8287,22168,-4,4
Tete,FUL,4.3,DEF,0.10%,0.0,2,128,0,1,0,6,0,0,0,1,0,0,0,29,53.0,67.5,4,12.4,0.0,0,0.0,0.5,1.0,5950,13323,-2,2
Cavani,MUN,8.0,FWD,1.70%,5.2,22,127,3,1,0,0,0,0,0,1,0,0,3,97,124.6,17.7,139,28.1,5.2,1,0.6,2.8,4.4,186593,73305,0,0
Shackleton,LEE,4.8,MID,0.00%,0.2,5,123,0,0,1,3,0,0,0,0,0,0,0,19,13.8,20.7,10,4.4,0.2,0,0.0,1.0,1.7,1319,3536,-2,2
Le Marchand,FUL,4.2,DEF,0.10%,0.0,1,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1,1.6,0.0,0,0.0,0.2,0.5,1748,9665,-3,3
Iheanacho,LEI,5.6,FWD,0.30%,0.2,5,121,0,0,1,1,0,0,0,0,0,0,0,13,8.6,38.9,85,13.2,0.2,0,0.0,0.9,1.2,11647,42057,-4,4
Kebano,FUL,4.8,MID,0.10%,0.0,5,115,0,0,0,3,0,0,0,0,0,0,0,11,1.4,14.6,47,5.9,0.0,0,0.0,1.0,1.2,2646,10914,-2,2
Bale,TOT,9.5,MID,0.70%,3.0,13,115,1,0,1,3,0,0,0,0,0,0,3,33,41.4,38.5,58,13.8,3.0,0,0.3,1.4,4.3,154527,116713,0,0
Fabio Silva,WOL,5.2,FWD,0.50%,0.7,5,115,0,0,0,4,0,0,0,1,0,0,0,9,9.6,26.0,101,13.5,0.7,0,0.1,1.0,1.0,29457,89776,-3,3
Edwards,WBA,4.8,MID,0.00%,0.2,5,114,0,0,0,3,0,0,0,0,0,0,0,15,13.0,12.8,39,6.4,0.2,0,0.0,1.0,1.0,614,2031,-2,2
Smallbone,SOU,4.5,MID,0.20%,0.0,3,111,0,0,0,4,0,0,0,0,0,0,0,8,7.2,4.1,0,1.1,0.0,0,0.0,0.7,1.5,23223,38898,0,0
Agüero,MCI,10.3,FWD,1.30%,0.0,3,109,0,0,1,1,0,0,0,0,0,0,0,16,4.0,36.8,18,5.8,0.0,0,0.0,0.3,1.5,211233,401226,-2,2
Rodon,TOT,5.0,DEF,0.00%,1.8,8,100,0,0,1,0,0,0,0,0,0,0,0,32,16.4,0.3,0,1.7,1.8,0,0.4,1.6,2.7,1440,491,0,0
Bailly,MUN,4.9,DEF,0.20%,0.0,-1,98,0,0,0,7,0,0,0,1,0,0,0,11,25.0,0.1,0,2.5,0.0,0,0.0,-0.2,-0.5,8180,20395,-1,1
Yarmolenko,WHU,5.6,MID,0.10%,0.0,4,97,0,0,0,3,0,0,0,1,0,0,0,8,5.4,18.5,29,5.1,0.0,0,0.0,0.7,0.8,3221,14989,-4,4
Kolasinac,ARS,4.8,DEF,0.10%,0.0,2,90,0,0,0,1,0,0,0,0,0,0,0,9,3.6,5.4,4,1.3,0.0,0,0.0,0.4,2.0,4740,17997,-2,2
Sánchez,BHA,4.4,GKP,0.00%,0.2,1,90,0,0,0,2,0,0,0,0,0,2,0,12,19.0,0.0,0,1.9,0.2,0,0.0,0.2,1.0,2122,1033,-1,1
Peacock-Farrell,BUR,4.0,GKP,1.50%,0.0,0,90,0,0,0,5,0,0,0,0,0,1,0,9,6.4,0.0,0,0.6,0.0,0,0.0,0.0,0.0,47519,37643,0,0
Benson,BUR,4.5,MID,0.00%,0.7,2,90,0,0,0,5,0,0,0,0,0,0,0,17,9.4,2.9,9,2.1,0.7,0,0.2,0.4,2.0,1724,1136,0,0
Caballero,CHE,4.7,GKP,0.20%,0.0,1,90,0,0,0,3,0,0,0,0,0,0,0,7,4.2,0.0,0,0.4,0.0,0,0.0,0.2,1.0,4733,17865,-3,3
Rüdiger,CHE,4.5,DEF,0.70%,2.0,6,90,0,0,1,0,0,0,0,0,0,0,0,25,25.4,1.3,0,2.7,2.0,0,0.4,1.3,6.0,22550,131308,-5,5
Olsen,EVE,4.5,GKP,0.10%,0.2,1,90,0,0,0,2,0,0,0,0,0,2,0,11,18.8,0.0,0,1.9,0.2,0,0.0,0.2,1.0,3939,2004,0,0
Rodák,FUL,4.4,GKP,0.30%,0.0,1,90,0,0,0,3,0,0,0,0,0,2,0,11,18.2,0.0,0,1.8,0.0,0,0.0,0.2,1.0,9891,23548,-1,1
Ritchie,NEW,4.9,MID,0.00%,0.2,3,90,0,0,0,1,0,0,0,0,0,0,0,16,18.2,42.0,25,8.5,0.2,0,0.0,0.6,1.5,1430,6912,-1,1
Hegazi,WBA,4.2,DEF,0.20%,0.0,6,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0,2.0,0.0,0,0.0,1.4,6.0,12308,81029,-3,3
Phillips,WBA,5.1,MID,0.00%,0.8,6,84,0,0,0,2,0,0,0,1,0,0,0,17,17.4,26.5,16,6.0,0.8,0,0.2,1.2,0.9,1959,8129,-4,4
Neco Williams,LIV,3.9,DEF,4.10%,0.7,2,82,0,0,0,0,0,0,0,0,0,0,0,6,7.6,13.2,0,1.9,0.7,0,0.2,0.5,1.0,179836,194508,-1,1
Noble,WHU,4.7,MID,0.50%,0.7,6,82,0,0,0,1,0,0,0,0,0,0,0,19,7.4,13.1,0,2.0,0.7,0,0.1,1.3,1.2,7202,120699,-3,3
Fosu-Mensah,MUN,4.3,DEF,0.10%,0.0,0,80,0,0,0,2,0,0,0,1,0,0,0,17,17.8,30.5,16,6.4,0.0,0,0.0,0.0,0.0,4198,7610,-2,2
Kenny,EVE,4.3,DEF,0.10%,0.5,2,75,0,0,0,1,0,0,0,0,0,0,0,11,9.0,6.6,8,2.4,0.5,0,0.1,0.5,2.0,5347,14842,-2,2
Nelson,ARS,5.2,MID,0.00%,0.5,2,70,0,0,0,0,0,0,0,0,0,0,0,2,4.2,9.7,10,2.4,0.5,0,0.1,0.4,1.0,1315,5165,-3,3
Nkounkou,EVE,4.0,DEF,0.30%,0.2,1,68,0,0,0,1,0,0,0,1,0,0,0,6,13.8,5.3,1,2.0,0.2,0,0.0,0.2,1.0,25824,8940,0,0
Alli,TOT,7.4,MID,0.60%,0.0,2,66,0,0,0,0,0,0,0,0,0,0,0,8,9.4,13.7,25,4.8,0.0,0,0.0,0.3,1.0,18402,241010,-6,6
Benrahma,WHU,6.0,MID,0.20%,2.7,9,64,0,2,0,0,0,0,0,0,0,0,0,27,38.4,21.9,72,13.2,2.7,0,0.4,1.5,3.0,25004,12254,0,0
Bryan,SHU,4.0,DEF,0.00%,2.0,2,62,0,0,0,1,0,0,0,0,0,0,0,13,13.0,14.9,0,2.8,2.0,0,0.5,0.5,2.0,2853,187,0,0
Long,SOU,5.2,FWD,0.60%,1.0,8,61,0,0,0,5,0,0,0,0,0,0,0,15,2.8,1.3,6,0.9,1.0,0,0.2,1.5,1.0,31142,93606,-3,3
Field,WBA,4.8,MID,0.00%,0.0,3,61,0,0,0,2,0,0,0,0,0,0,0,16,20.0,0.5,0,2.0,0.0,0,0.0,0.6,1.0,616,1890,-2,2
Benteke,CRY,5.5,FWD,0.20%,1.0,6,58,0,0,0,3,0,0,0,0,0,0,0,9,10.2,2.3,80,9.2,1.0,0,0.2,1.1,1.0,19144,26582,0,0
Jahanbakhsh,BHA,5.4,MID,0.00%,0.5,7,54,0,1,0,1,0,0,0,1,0,0,0,36,36.8,43.5,63,14.3,0.5,0,0.1,1.3,1.4,1252,3623,-1,1
Shaqiri,LIV,6.4,MID,0.10%,0.3,5,51,0,1,0,0,0,0,0,0,0,0,0,23,22.4,16.6,2,4.1,0.3,0,0.0,0.8,2.5,2122,4360,-1,1
Tella,SOU,4.4,MID,0.50%,0.0,3,48,0,0,0,2,0,0,0,0,0,0,0,9,3.0,1.8,3,0.7,0.0,0,0.0,0.7,1.0,47845,29193,-1,1
Giroud,CHE,6.7,FWD,0.60%,1.0,5,47,0,0,0,0,0,0,0,0,0,0,0,12,5.0,4.0,23,3.2,1.0,0,0.1,0.7,1.0,13366,72388,-3,3
Lanzini,WHU,6.4,MID,0.10%,0.7,8,47,1,0,0,0,0,0,0,1,0,0,0,26,44.4,12.6,9,6.7,0.7,0,0.1,1.2,2.0,7895,7972,-1,1
Tomori,CHE,4.7,DEF,0.20%,0.0,0,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0,2.7,0.0,0,0.0,0.0,0.0,6663,21043,-3,3
Henderson,MUN,5.3,GKP,1.50%,0.2,1,45,0,0,0,0,0,0,0,0,0,2,0,8,13.0,0.0,0,1.3,0.2,0,0.0,0.2,1.0,11256,117515,-2,2
Mustafi,ARS,5.0,DEF,0.00%,0.2,2,44,0,0,0,1,0,0,0,0,0,0,0,13,11.6,1.0,0,1.3,0.2,0,0.0,0.4,1.0,11362,11100,0,0
Mac Allister,BHA,5.3,MID,0.00%,0.2,11,43,1,0,0,1,0,0,0,0,0,0,3,29,43.4,2.7,7,5.3,0.2,0,0.0,2.1,3.7,2415,4785,-2,2
Johnson,WHU,3.9,DEF,2.00%,0.0,1,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0,0.5,0.0,0,0.0,0.3,1.0,75836,122186,-1,1
Delap,MCI,4.4,FWD,0.90%,0.0,1,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4,0.2,0.0,0,0.0,0.2,1.0,143338,101616,-1,1
El Mohamady,AVL,4.3,DEF,0.30%,0.5,3,35,0,0,0,0,0,0,0,0,0,0,0,11,7.6,16.8,6,3.1,0.5,0,0.1,0.7,1.0,8334,23761,-2,2
El Ghazi,AVL,5.7,MID,0.10%,0.8,3,34,0,0,0,0,0,0,0,0,0,0,0,10,8.0,18.1,0,2.7,0.8,0,0.1,0.5,1.0,3282,9903,-3,3
Gordon,EVE,4.3,MID,1.00%,0.0,1,32,0,0,0,0,0,0,0,0,0,0,0,4,4.2,1.2,2,0.7,0.0,0,0.0,0.2,1.0,66556,55055,-2,2
Tosun,EVE,6.0,FWD,0.00%,0.2,1,31,0,0,0,2,0,0,0,1,0,0,0,3,2.2,10.8,2,1.5,0.2,0,0.0,0.2,0.5,1028,1022,0,0
Matty Longstaff,NEW,4.9,MID,0.00%,0.2,1,29,0,0,0,1,0,0,0,0,0,0,0,3,1.8,1.0,0,0.3,0.2,0,0.0,0.2,1.0,384,2478,-1,1
Hoever,WOL,4.5,DEF,0.00%,0.0,2,29,0,0,0,1,0,0,0,0,0,0,0,9,13.8,15.2,2,3.1,0.0,0,0.0,0.4,1.0,2824,2194,0,0
Davis,AVL,4.3,FWD,7.50%,0.0,1,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6,2.3,0.0,0,0.0,0.2,1.0,491175,1013298,-2,2
Vitinha,WOL,4.8,MID,0.00%,0.3,3,26,0,0,0,1,0,0,0,0,0,0,0,11,8.8,13.5,0,2.3,0.3,0,0.1,0.6,1.0,1021,2949,-2,2
Bernardo,BHA,3.9,DEF,8.40%,0.2,1,25,0,0,0,1,0,0,0,0,0,0,0,3,4.2,1.1,2,0.7,0.2,0,0.1,0.3,1.0,234928,510065,-1,1
Tuanzebe,MUN,4.4,DEF,0.10%,0.2,1,23,0,0,0,0,0,0,0,0,0,0,0,2,7.0,0.3,0,0.7,0.2,0,0.0,0.2,1.0,12731,8425,-1,1
Buur,WOL,3.9,DEF,2.40%,0.0,1,22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0,0.1,0.0,0,0.0,0.3,1.0,177290,166018,-1,1
Harper,WBA,4.4,MID,0.50%,0.0,1,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0,0.4,0.0,0,0.0,0.2,1.0,31487,40053,-1,1
Diallo,SOU,4.5,MID,0.00%,0.5,4,20,0,0,0,3,0,0,0,1,0,0,0,6,5.4,11.8,4,2.2,0.5,0,0.1,0.9,0.8,1822,1032,0,0
Slimani,LEI,5.0,FWD,0.10%,0.0,1,19,0,0,0,1,0,0,0,0,0,0,0,3,0.2,11.7,6,1.8,0.0,0,0.0,0.2,1.0,6759,4619,0,0
Morgan,LEI,4.4,DEF,0.10%,0.5,3,16,0,0,0,0,0,0,0,0,0,0,0,9,3.0,0.1,0,0.3,0.5,0,0.1,0.7,1.0,7596,9072,-1,1
Mousset,SHU,5.8,FWD,0.10%,0.3,1,16,0,0,0,0,0,0,0,0,0,0,0,5,4.4,20.9,13,3.8,0.3,0,0.1,0.2,1.0,1811,27735,-2,2
Nakamba,AVL,4.4,MID,0.30%,0.0,1,13,0,0,0,0,0,0,0,1,0,0,0,4,8.4,0.6,7,1.7,0.0,0,0.0,0.2,0.5,12323,30029,-1,1
Ramsey,AVL,4.5,MID,0.10%,0.0,1,13,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.2,1.0,6787,4335,0,0
Kean,EVE,5.8,FWD,0.20%,0.0,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11,0.9,0.0,0,0.0,0.3,1.0,7874,34589,-2,2
Choudhury,LEI,4.8,MID,0.10%,0.0,2,13,0,0,0,1,0,0,0,0,0,0,0,8,3.2,1.6,0,0.5,0.0,0,0.0,0.4,1.0,2198,5129,-2,2
Davis,LEE,4.0,DEF,1.20%,0.0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0,0.0,0.0,0,0.0,0.2,1.0,50103,72477,0,0
Obafemi,SOU,4.7,FWD,1.00%,0.0,1,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0,0.1,0.0,0,0.0,0.2,1.0,49715,159953,-3,3
Zinchenko,MCI,5.5,DEF,0.20%,0.0,1,12,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.2,0,0.2,0.0,0,0.0,0.2,1.0,5180,23248,0,0
Carlos Vinicius,TOT,7.0,FWD,0.00%,0.2,1,12,0,0,0,0,0,0,0,0,0,0,0,2,2.0,10.3,21,3.3,0.2,0,0.0,0.1,1.0,4352,3532,0,0
Ighalo,MUN,6.2,FWD,0.20%,0.0,1,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2,0.2,0.0,0,0.0,0.2,1.0,6214,20358,-3,3
Emerson,CHE,4.8,DEF,0.10%,0.3,1,8,0,0,0,0,0,0,0,0,0,0,0,5,6.2,0.7,0,0.7,0.3,0,0.1,0.2,1.0,2897,10665,-2,2
Williams,MUN,4.3,DEF,0.70%,0.2,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0,0.1,0.2,0,0.0,0.2,1.0,17685,85536,-2,2
NLundulu,SOU,4.5,FWD,0.10%,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0,0.0,0.2,0,0.0,0.4,1.0,7309,3636,0,0
Felipe Anderson,WHU,6.1,MID,0.10%,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2,0.5,0.0,0,0.0,0.3,1.0,4628,34191,-4,4
Molumby,BHA,4.5,MID,0.00%,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0,0.0,0.2,0,0.0,0.2,1.0,1541,1025,0,0
