Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Oriol Romeu,SOU,4.5,MID,4.60%,2.0,28,860,1,0,4,13,0,0,0,3,0,0,3,128,204.6,105.3,69,37.8,2.0,0,0.4,6.2,2.8,328429,292632,0,0
Adams,SOU,5.9,FWD,5.30%,5.2,50,855,3,4,4,15,0,0,0,1,0,0,7,161,213.8,158.8,297,67.0,5.2,1,0.9,8.5,5.0,439158,360794,-1,1
Bamford,LEE,6.1,FWD,34.90%,3.2,62,850,7,2,4,16,0,0,0,1,0,0,9,199,282.6,83.0,538,90.3,3.2,1,0.5,10.2,6.2,3064016,1095611,6,-6
Werner,CHE,9.5,FWD,23.10%,4.7,50,843,4,3,5,9,0,0,0,0,0,0,5,189,215.2,131.0,376,72.3,4.7,1,0.5,5.3,5.0,1196928,2717071,0,0
Townsend,CRY,5.9,MID,2.20%,2.3,37,837,1,2,2,13,0,0,0,0,0,0,4,140,207.6,274.7,101,58.4,2.3,0,0.4,6.3,3.7,369307,302484,-1,1
Lewis,NEW,4.3,DEF,2.20%,2.5,20,831,0,0,2,14,0,0,0,3,0,0,1,128,133.8,147.3,13,29.4,2.5,0,0.6,4.7,2.0,248520,223582,-2,2
Bowen,WHU,6.3,MID,2.00%,6.3,52,829,4,1,4,10,0,0,0,0,0,0,5,160,190.8,141.6,297,63.0,6.3,2,1.0,8.3,5.2,230834,210434,-2,2
Doucouré,EVE,5.3,MID,1.20%,3.2,27,828,1,1,1,17,0,0,0,3,0,0,2,162,176.2,129.2,167,47.2,3.2,1,0.6,5.1,2.7,84492,174424,-2,2
Fornals,WHU,6.5,MID,2.30%,3.3,49,825,2,4,4,10,0,0,0,2,0,0,5,137,138.2,100.6,174,41.2,3.3,0,0.5,7.5,4.9,230428,88216,0,0
Berge,SHU,5.0,MID,0.20%,2.3,24,824,1,1,0,14,0,0,0,4,0,0,1,133,166.6,154.1,116,43.6,2.3,0,0.5,4.8,2.4,20129,15871,0,0
